"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"681","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"691","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","3","***","","","","","","","","","","","","","","","",""
"699","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","041","","13","3.571","92.3",".",".",".",".","7.7",".",".",".",".",".",".",".",".",".","."
"699","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","047","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","25","3.805","92.0",".","4.0",".",".","4.0",".",".",".",".",".",".",".",".",".","."
"713
Inorg&Organometal Chemistry","001","","9","3.250","33.3",".","44.4","11.1",".",".",".","11.1",".",".",".",".",".",".",".","."
"915
Struct&Bond-Inorg Compounds","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"922
Kinetics & Ionization Proc","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"923
Spctroscpy&Spectrochem Anal","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"942
Smr-Physical Organic Chem","001","","6","4.000","33.3",".",".",".",".",".",".","66.7",".",".",".",".",".",".",".","."
"943
Smr-Bio-Organic Chemistry","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"962
Smr-Macromolecular Chem","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","7","4.000","14.3",".",".",".",".",".",".","85.7",".",".",".",".",".",".",".","."
"990","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","023","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","026","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","033","","10","4.000","80.0",".",".",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"990","035","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","037","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","038","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","047","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","048","","24","4.000","54.2",".",".",".",".",".",".","41.7",".",".",".","4.2",".",".",".","."
"990","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","050","","15","3.953","66.7","6.7",".",".",".",".",".","26.7",".",".",".",".",".",".",".","."
"Research-Organic","Course Total","","103","3.970","70.9","1.0","1.0",".",".",".",".","25.2",".",".",".","1.9",".",".",".","."
"992","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"992","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"992","008","","8","4.000","62.5",".",".",".",".",".",".","25.0",".",".",".","12.5",".",".",".","."
"992","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
