"SENIOR MEDICAL PROGRAM","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","","",""
"Extramur Elect-Pediatrics","Course Total","","9","3.576","44.4","33.3","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Extramur Elect-Psychiatry","931
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Extramur Elect-Rehab Med","933
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","934
001","","12","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","934
201","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Extramur Elect-Surgery","Course Total","","15","3.810","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Extramural Elec-Primry Care","935
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","936
001","","16","3.716","62.5","18.8","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","936
201","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Extramur Elec-Emergency Med","Course Total","","18","3.693","55.6","27.8","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"SR MED
882","Dept. Total","","231","3.703","47.6","44.2","7.8",".",".",".",".","0.4",".",".",".",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 3","","","72","3.569","22.2","69.4","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","","159","3.783","59.1","32.7","7.5",".",".",".",".","0.6",".",".",".",".",".",".",".","."
"Professionals","","","231","3.703","47.6","44.2","7.8",".",".",".",".","0.4",".",".",".",".",".",".",".","."
"","Dept. Total","","231","3.703","47.6","44.2","7.8",".",".",".",".","0.4",".",".",".",".",".",".",".","."
