"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"HISTORY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"Representative Americans","399","001","62","3.138","27.4","32.3","14.5","6.5","4.8","1.6","6.5","6.5",".",".",".",".",".",".",".","."
"Amer Urban Hist 1620-1870","401","001","67","3.161","9.0","29.9","49.3","10.4","1.5",".",".",".",".",".",".",".",".",".",".","."
"Ethnicity-20th Century Amer","404","001","81","3.009","22.2","19.8","17.3","22.2","16.0",".","1.2","1.2",".",".",".",".",".",".",".","."
"History-American Education","412","001","54","3.185","20.4","29.6","22.2","22.2","5.6",".",".",".",".",".",".",".",".",".",".","."
"History-National Socialism","415","001","51","2.980","15.7","11.8","39.2","19.6","9.8","2.0",".","2.0",".",".",".",".",".",".",".","."
"History of Russia","417","001","49","3.163","20.4","28.6","34.7","6.1","2.0",".","4.1","4.1",".",".",".",".",".",".",".","."
"History of Soviet Russia","419","001","46","3.272","19.6","26.1","37.0","6.5","4.3",".",".","6.5",".",".",".",".",".",".",".","."
"European Labor in 20th C","430","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Amer Foreign Rel, 1763-1901","433","001","48","3.210","12.5","35.4","29.2","16.7","2.1",".",".","4.2",".",".",".",".",".",".",".","."
"Race,Class&Colonlsm-Caribbn","436","002","29","3.464","31.0","41.4","20.7",".",".","3.4",".","3.4",".",".",".",".",".",".",".","."
"History of West Africa","443","001","20","3.103","15.0","25.0","30.0","15.0","10.0",".",".","5.0",".",".",".",".",".",".",".","."
"Hist of Equatorial Africa","445","001","17","3.019","29.4","17.6","17.6","17.6","5.9",".","5.9",".",".",".",".",".",".","5.9",".","."
"History of Medieval India","448","001","35","3.395","42.9","22.9","20.0","2.9","5.7","2.9",".",".",".",".",".",".",".","2.9",".","."
"Modern India, 1600-1860","449","001","13","3.255","46.2","7.7","30.8","7.7",".",".","7.7",".",".",".",".",".",".",".",".","."
"Anc Japan&Courtly Society","453","001","31","3.017","9.7","32.3","25.8","25.8","3.2",".","3.2",".",".",".",".",".",".",".",".","."
"American West Since 1850","462","001","120","3.443","34.2","30.8","24.2","5.8","1.7","0.8",".","2.5",".",".",".",".",".",".",".","."
"Topics in S Asian History","463","001","17","3.265","47.1","11.8","5.9","17.6","17.6",".",".",".",".",".",".",".",".",".",".","."
"American Economy to 1865","465","001","8","3.438","25.0","37.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Compar Hist-Chldhood&Adoles","478","001","29","2.839","10.3","17.2","37.9","13.8","10.3","3.4","3.4","3.4",".",".",".",".",".",".",".","."
"","500","002","12","3.773","50.0","41.7",".",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"","500","003","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Reading Seminar in History","","Course Total","19","3.833","63.2","31.6",".",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"Society&Health Care-Am Hist","504","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Health, Disease & Healing I","507","001","7","3.068",".","14.3","85.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Eur Cultural Hist 1815-1870","513","001","43","3.014","14.0","16.3","39.5","4.7","7.0","2.3","2.3","9.3",".",".",".",".",".",".",".","4.7"
"World & The West from 1492","525","001","7","3.875","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"History of Social Sciences","536","001","7","3.786","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mexican Revolution","557","001","38","3.325","36.8","21.1","13.2","13.2","10.5",".",".",".",".",".",".",".",".","2.6",".","2.6"
"Hist of Mass Communication","560","001","13","3.192","23.1","15.4","38.5","23.1",".",".",".",".",".",".",".",".",".",".",".","."
"Greek & Roman Med & Phcy","561","001","7","3.000","14.3",".","71.4",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Contemp Scand:Politics&Hist","577","001","11","3.232","27.3","54.5",".","9.1",".",".","9.1",".",".",".",".",".",".",".",".","."
"","600","002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","600","003","19","3.333","36.8","21.1","31.6",".",".",".","5.3",".",".",".",".",".",".","5.3",".","."
"","600","006","14","3.385","28.6","57.1",".",".",".",".","7.1",".",".",".",".",".",".",".",".","7.1"
"","600","007","17","3.500","29.4","41.2","29.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","008","15","3.533","33.3","40.0","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","009","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","600","011","11","3.364",".","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","600","012","18","3.472","22.2","50.0","27.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","013","7","3.143","28.6","14.3","28.6","14.3","14.3",".",".",".",".",".",".",".",".",".",".","."
"Advanced Seminar in History","","Course Total","109","3.439","30.3","40.4","22.9","1.8","0.9",".","1.8",".",".",".",".",".",".","0.9",".","0.9"
