"","699
022","1","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
102","1","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","Course Total","6","3.375","33.3","16.7",".",".","16.7",".",".",".",".",".","",".","",".","",".",".",".","33.3"
"Psychology of Women","001
732","7","3.500","42.9","14.3","42.9",".",".",".",".",".",".",".",".","",".","",".","",".",".","."
"WOMEN ST
963","Dept. Total","1046","3.304","29.7","28.3","25.9","8.0","5.0","0.9","1.1","0.7","0.1",".","",".","",".","",".","0.1",".","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"963
WOMEN ST","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","151","3.048","19.2","24.5","23.8","18.5","10.6","1.3","1.3",".",".",".","",".","",".","",".","0.7",".","."
"Sophomore","","218","3.353","27.1","31.7","32.1","4.6","3.2","0.5","0.5","0.5",".",".","",".","",".","",".",".",".","."
"Junior","","294","3.308","29.3","30.3","25.9","7.1","5.1",".","1.7",".","0.3",".","",".","",".","",".",".",".","0.3"
"Senior","","359","3.357","35.1","26.7","24.0","7.0","3.9","1.7","0.8","0.8",".",".","",".","",".","",".",".",".","."
"Undergraduates","","1022","3.296","29.4","28.5","26.2","8.2","5.1","0.9","1.1","0.4","0.1",".","",".","",".","",".","0.1",".","0.1"
"Special","","5","3.500",".","20.0",".",".",".",".",".","40.0",".",".","",".","",".","",".",".",".","40.0"
"Graduate","","19","3.722","57.9","21.1","15.8",".",".",".",".","5.3",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1046","3.304","29.7","28.3","25.9","8.0","5.0","0.9","1.1","0.7","0.1",".","",".","",".","",".","0.1",".","0.3"
