"L&S","","","","","","","","","","","","","","","","","","","","","",""
"COMMUNICATION ARTS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","","","",""
"COM ARTS
250","Dept. Total","3442","3.182","22.3","26.6","28.8","10.1","6.2","1.6","0.9","2.7","0.0","0.3","",".","",".","",".","0.2","0.1","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","937","3.193","19.1","30.3","33.0","9.4","6.0","0.7","1.0",".",".",".","",".","",".","",".","0.5",".","."
"Sophomore","","713","3.149","17.7","32.8","31.1","9.8","5.8","1.8","0.8",".",".",".","",".","",".","",".","0.1",".","."
"Junior","","739","3.130","21.0","26.0","30.2","12.2","6.8","1.8","1.2","0.3",".","0.7","",".","",".","",".",".",".","."
"Senior","","798","3.086","19.9","23.9","29.3","12.5","8.1","2.8","0.9","1.3","0.1","0.9","",".","",".","",".",".",".","0.3"
"Undergraduates","","3187","3.142","19.4","28.3","31.0","10.9","6.7","1.7","1.0","0.4","0.0","0.4","",".","",".","",".","0.2",".","0.1"
"Special","","30","3.679","60.0","13.3","13.3",".","3.3",".",".","3.3",".",".","",".","",".","",".",".","6.7","."
"Graduate","","225","3.953","57.8","4.4",".","0.4",".",".",".","35.1",".",".","",".","",".","",".","0.4",".","1.8"
"","Dept. Total","3442","3.182","22.3","26.6","28.8","10.1","6.2","1.6","0.9","2.7","0.0","0.3","",".","",".","",".","0.2","0.1","0.2"
