"L&S","","","","","","","","","","","","","","","","","","","","","",""
"AFRICAN LANGUAGES & LITERA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","","","",""
"AFRICAN
Dept. Total
104","759","3.172","32.7","20.3","20.6","9.6","9.1","2.6","2.1","2.0","",".","0.8","",".","",".","",".","0.1",".","0.1"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","65","2.931","21.5","10.8","40.0","12.3","9.2","3.1","3.1",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","224","3.173","29.9","25.4","21.0","8.9","9.8","2.2","1.8","0.9","",".",".","",".","",".","",".",".",".","."
"Junior","216","3.051","24.5","25.5","22.7","11.1","9.7","3.7","2.8",".","",".",".","",".","",".","",".",".",".","."
"Senior","162","3.121","30.2","17.3","18.5","12.3","11.1","3.1","2.5","3.7","",".","1.2","",".","",".","",".",".",".","."
"Undergraduates","667","3.096","27.4","22.0","22.8","10.8","10.0","3.0","2.4","1.2","",".","0.3","",".","",".","",".",".",".","."
"Special","6","2.944","33.3",".","16.7","16.7","16.7",".",".","16.7","",".",".","",".","",".","",".",".",".","."
"Graduate","86","3.872","73.3","8.1","3.5",".","1.2",".",".","7.0","",".","4.7","",".","",".","",".","1.2",".","1.2"
"Dept. Total","759","3.172","32.7","20.3","20.6","9.6","9.1","2.6","2.1","2.0","",".","0.8","",".","",".","",".","0.1",".","0.1"
