"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","10280","3.242","35.0","19.8","19.7","8.5","8.1","2.0","1.0","3.0","0.1","1.5","0.0","0.9","",".","0.1","0.1","0.2"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","629","3.415","31.0","25.8","15.1","4.9","1.7","0.8","1.6",".",".","18.6","0.3",".","",".","0.2",".","."
"Sophomore","","948","3.042","25.5","24.4","24.5","10.1","7.8","3.9","2.2",".",".","1.5","0.1",".","",".",".",".","."
"Junior","","1923","2.924","22.2","20.7","24.1","12.6","14.6","3.0","2.2",".",".","0.2","0.1",".","",".","0.1","0.1","0.1"
"Senior","","3988","3.109","29.5","20.9","23.4","11.4","11.1","2.5","0.7","0.3",".","0.1",".",".","",".","0.1","0.0","0.1"
"Undergraduates","","7488","3.071","27.2","21.7","23.0","11.0","10.8","2.7","1.4","0.1",".","1.8","0.1",".","",".","0.1","0.0","0.0"
"Special","","216","3.376","38.4","17.1","18.5","7.4","3.2","0.5","1.9","4.2",".","5.1",".",".","",".",".","0.5","3.2"
"Graduate","","2698","3.755","55.1","13.7","9.6","1.4","0.6","0.1",".","11.3","0.3","3.7","0.1","3.4","",".","0.1","0.2","0.3"
"","College Total","10402","3.242","34.7","19.5","19.4","8.4","8.0","2.0","1.0","3.1","0.1","2.4","0.1","0.9","",".","0.1","0.1","0.2"
