"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"","940
002","14","3.679","35.7","64.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
003","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","940
004","15","3.846","66.7","13.3","6.7",".",".",".",".","6.7",".",".",".",".",".",".","6.7","."
"","940
007","18","3.688","61.1","5.6","16.7","5.6",".",".",".","11.1",".",".",".",".",".",".",".","."
"","940
008","19","3.853","68.4","15.8","5.3",".",".",".",".","5.3",".",".",".",".",".",".","5.3","."
"","009
940","21","3.857","76.2","4.8","14.3",".",".",".",".",".",".",".",".",".",".","4.8",".","."
"","940
010","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
011","19","3.500","36.8","26.3","26.3","5.3",".",".",".",".",".",".",".",".",".","5.3",".","."
"","012
940","13","3.875","69.2","23.1",".",".",".",".",".",".",".",".",".",".",".","7.7",".","."
"","013
940","14","2.641","7.1","21.4","35.7",".","21.4","14.3",".",".",".",".",".",".",".",".",".","."
"","940
014","21","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","940
015","14","3.883","85.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
016","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
017","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
018","18","3.735","66.7","5.6","22.2",".",".",".",".",".",".",".",".",".",".",".","5.6","."
"","019
940","14","3.650","42.9","7.1","21.4",".",".",".",".","28.6",".",".",".",".",".",".",".","."
"","940
021","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
022","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","023
940","22","2.944","18.2","9.1","45.5",".",".",".","9.1","18.2",".",".",".",".",".",".",".","."
"","940
024","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
025","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
026","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Law & Contemporary Problems","Course Total","287","3.582","48.1","16.4","13.2","1.0","1.0","0.7","1.0","16.4",".",".",".",".",".","1.0","1.0","."
"Problems-Poverty Law Smr","001
951","23","3.804","65.2","30.4","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Law of Creditor-Debtor Rels","971
001","6","3.900","66.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","16.7","."
"Law & Economics-Seminar","974
001","10","3.778","60.0","20.0","10.0",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"Law & Modernization-Smr","981
001","10","3.897","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Probs in Consumer Law-Smr","985
001","21","3.881","81.0","14.3","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Select Probs-Envrnmtl Law","988
001","9","3.778","77.8",".","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
008","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","009
990","12","3.750","8.3","8.3",".",".",".",".",".","83.3",".",".",".",".",".",".",".","."
"","990
011","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
025","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
030","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
042","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
044","8","3.900","12.5",".","12.5",".",".",".",".","75.0",".",".",".",".",".",".",".","."
"","990
045","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
047","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
048","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
051","17","3.438","5.9","17.6","5.9",".",".",".",".","70.6",".",".",".",".",".",".",".","."
"","990
055","1","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 314 of 373",""
