"STATISTICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","",""
"","201
001","94","3.382","29.8","27.7","31.9","7.4","2.1",".",".",".",".",".",".",".",".","1.1",".","."
"","002
201","55","3.083","45.5","3.6","20.0","9.1","9.1","7.3","3.6",".",".",".",".",".",".","1.8",".","."
"Principles of Statistics I","Course Total","149","3.272","35.6","18.8","27.5","8.1","4.7","2.7","1.3",".",".",".",".",".",".","1.3",".","."
"","001
224","67","3.097","40.3","17.9","13.4","13.4","4.5","3.0","7.5",".",".",".",".",".",".",".",".","."
"","002
224","63","3.270","34.9","14.3","36.5","1.6","11.1","1.6",".",".",".",".",".",".",".",".",".","."
"","224
003","68","3.199","36.8","14.7","25.0","1.5","20.6","1.5",".",".",".",".",".",".",".",".",".","."
"Intro Stats for Engineers","Course Total","198","3.187","37.4","15.7","24.7","5.6","12.1","2.0","2.5",".",".",".",".",".",".",".",".","."
"","301
001","73","2.938","19.2","17.8","20.5","16.4","23.3","1.4",".","1.4",".",".",".",".",".",".",".","."
"","301
002","136","3.191","25.0","15.4","38.2","15.4","5.9",".",".",".",".",".",".",".",".",".",".","."
"","301
003","101","3.208","29.7","12.9","36.6","10.9","9.9",".",".",".",".",".",".",".",".",".",".","."
"","301
004","66","3.439","34.8","21.2","42.4",".","1.5",".",".",".",".",".",".",".",".",".",".","."
"","301
005","51","2.969","21.6","21.6","17.6","11.8","17.6","5.9",".",".",".",".",".",".",".","3.9",".","."
"Intro-Statistical Methods","Course Total","427","3.165","26.2","16.9","33.0","11.7","10.5","0.9",".","0.2",".",".",".",".",".","0.5",".","."
"Intro to Math Statistics","309
001","16","3.167","25.0","18.8","25.0","12.5","12.5",".",".",".",".",".",".",".",".","6.3",".","."
"","311
001","47","3.223","19.1","21.3","48.9","6.4","4.3",".",".",".",".",".",".",".",".",".",".","."
"","002
311","42","2.841","14.3","16.7","28.6","14.3","16.7","7.1",".",".",".",".",".",".",".","2.4",".","."
"Intro to Mathematical Stat","Course Total","89","3.045","16.9","19.1","39.3","10.1","10.1","3.4",".",".",".",".",".",".",".","1.1",".","."
"Intro to Mathematical Stat","312
001","32","3.172","31.3","12.5","28.1","15.6","12.5",".",".",".",".",".",".",".",".",".",".","."
"Intro to Mathematical Stat","313
001","36","3.429","19.4","47.2","27.8","2.8",".",".",".",".",".",".",".",".",".","2.8",".","."
"Applied Regression Analysis","333
001","29","3.518","17.2","65.5","13.8",".",".",".",".","3.4",".",".",".",".",".",".",".","."
"Intro Nonparametric Stats","351
001","15","3.433","40.0","46.7","6.7",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"Intro-Survey Theory & Meths","411
001","33","3.766","60.6","27.3","9.1",".",".",".",".","3.0",".",".",".",".",".",".",".","."
"Stat Expermntl Design-Engrs","424
001","29","3.518","34.5","37.9","20.7",".","3.4",".",".","3.4",".",".",".",".",".",".",".","."
"","431
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","431
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro-Theory of Probability","Course Total","5","***","","","","","","","","","","","","","","","",""
"Intro to Biostatistics","541
001","52","3.833","84.6","5.8","5.8",".",".",".","1.9","1.9",".",".",".",".",".",".",".","."
"","571
001","46","3.467","30.4","37.0","28.3","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","571
002","54","3.480","27.8","35.2","31.5",".",".",".",".","5.6",".",".",".",".",".",".",".","."
"Stat Meth for Bioscience I","Course Total","100","3.474","29.0","36.0","30.0","2.0",".",".",".","3.0",".",".",".",".",".",".",".","."
"Mathematical Statistics I","609
001","21","3.600","38.1","38.1","19.0",".",".",".",".","4.8",".",".",".",".",".",".",".","."
"Intro-Stochastic Processes","632
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Stat Mthds for Clin Trials","641
001","14","3.692","50.0","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".","7.1","."
"Applied Time Series Anal I","701
001","20","3.528","35.0","25.0","30.0",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"Mathematical Statistics","709
001","22","3.750","68.2","13.6","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Bayesian Decisn&Cntrl","775
001","19","3.531","31.6","26.3","26.3",".",".",".",".","10.5",".",".",".",".",".",".",".","5.3"
"Theory of Probability","831
001","15","3.667","53.3","26.7","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Thry&Appl-Regress&AnalVar I","849
001","32","3.625","43.8","37.5","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Generalized Linear Models","851
001","10","3.750","50.0","20.0","10.0",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"Time Series&Approxmatn Thry","860
001","12","4.000","91.7",".",".",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"","990
033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
042","1","***","","","","","","","","","",".",".",".",".",".",".","."
