"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"LINGUISTICS","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"550
LINGUIS","","","","","","","","","","","","","","","","","","","",""
"Human Language","101","001","109","3.023","33.9","13.8","23.9","3.7","12.8","6.4","3.7","0.9",".",".",".",".",".","0.9",".","."
"Intro Ling-Descript&Theoret","301","001","26","3.712","69.2","11.5","15.4",".","3.8",".",".",".",".",".",".",".",".",".",".","."
"Intro to Linguis:Historical","302","001","18","3.667","61.1","16.7","16.7","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"General Phonetics","306","001","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phonology","310","001","19","3.658","63.2","10.5","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"Morphology","322","001","19","3.556","68.4","10.5",".","10.5",".",".","5.3","5.3",".",".",".",".",".",".",".","."
"Syntax","330","001","29","3.483","48.3","20.7","20.7",".","10.3",".",".",".",".",".",".",".",".",".",".","."
"Elementary Quechua","361","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intermediate Quechua","363","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Linguistics","373","002","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Junior Honors Tutorial","481","038","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indo-Aryan Linguistics","521","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Semantics","540","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics-Phonological Theory","610","001","8","3.750","62.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Computational Linguistics","771","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Compar Grammar-Greek&Latin","772","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar","977","001","9","3.520","44.4","22.2","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","990","006","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","012","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","016","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","038","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis","","Course Total","16","4.000","12.5",".",".",".",".",".",".","50.0",".",".",".","37.5",".",".",".","."
"","999","007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","","Course Total","4","***","","","","","","","","","","","","","","","",""
