"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","340
005","24","2.875","25.0","4.2","29.2","12.5","25.0","4.2",".",".",".",".",".",".",".",".",".","."
"","340
006","21","2.619","23.8",".","14.3","19.0","38.1",".","4.8",".",".",".",".",".",".",".",".","."
"","340
007","27","3.500","48.1","18.5","25.9",".","7.4",".",".",".",".",".",".",".",".",".",".","."
"","340
008","27","2.926","11.1","7.4","66.7",".","11.1",".","3.7",".",".",".",".",".",".",".",".","."
"","009
340","28","2.250","17.9","3.6","10.7","3.6","50.0",".","14.3",".",".",".",".",".",".",".",".","."
"","010
340","30","2.467","10.0","23.3","20.0","10.0","13.3","13.3","10.0",".",".",".",".",".",".",".",".","."
"","011
340","24","3.375","29.2","41.7","16.7",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"Elem Matrix&Linear Algebra","Course Total","249","2.920","29.7","12.4","24.1","6.0","19.3","3.6","4.8",".",".",".",".",".",".",".",".","."
"","431
001","20","2.447","10.0","15.0","20.0","20.0","10.0","10.0","10.0",".",".",".",".",".",".",".","5.0","."
"","431
002","25","2.600","28.0","4.0","12.0","4.0","36.0","16.0",".",".",".",".",".",".",".",".",".","."
"Intro-Theory of Probability","Course Total","45","2.534","20.0","8.9","15.6","11.1","24.4","13.3","4.4",".",".",".",".",".",".",".","2.2","."
"Intro to Modern Algebra","441
001","16","3.031","18.8","18.8","31.3","12.5","18.8",".",".",".",".",".",".",".",".",".",".","."
"Applied Linear Algebra","443
001","13","3.308","30.8","15.4","46.2",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"College Geometry I","001
461","19","3.184","47.4","5.3","31.6",".","5.3","5.3","5.3",".",".",".",".",".",".",".",".","."
"History of Mathematics","473
001","23","3.239","21.7","17.4","47.8","13.0",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Combinatorics","475
001","13","3.346","38.5","30.8","15.4","7.7",".","7.7",".",".",".",".",".",".",".",".",".","."
"Undergraduate Seminar","490
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Undergrad Math","491
001","15","3.346","20.0","40.0","13.3","6.7","6.7",".",".","13.3",".",".",".",".",".",".",".","."
"Numerical Linear Algebra","513
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","521
001","22","2.432","9.1","22.7","13.6","18.2","18.2","4.5","13.6",".",".",".",".",".",".",".",".","."
"","521
002","24","2.565","12.5","12.5","20.8","20.8","12.5","12.5","4.2",".",".",".",".",".",".","4.2",".","."
"Advanced Calculus","Course Total","46","2.500","10.9","17.4","17.4","19.6","15.2","8.7","8.7",".",".",".",".",".",".","2.2",".","."
"Linear Programming Methods","525
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","541
001","14","2.536","21.4",".","21.4","21.4","21.4","7.1","7.1",".",".",".",".",".",".",".",".","."
"","002
541","11","3.045","18.2","18.2","27.3","27.3","9.1",".",".",".",".",".",".",".",".",".",".","."
"Modern Algebra","Course Total","25","2.760","20.0","8.0","24.0","24.0","16.0","4.0","4.0",".",".",".",".",".",".",".",".","."
"Elementary Topology","551
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Complex Analysis","623
001","12","3.375","41.7","16.7","25.0","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"Intro-Stochastic Processes","632
001","11","3.818","81.8","9.1",".","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","699
022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Math Meth in Physics & Engr","701
001","10","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Methods of Applied Math 1","703
002","13","3.731","76.9","7.7","7.7",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"Mathematical Fluid Dynamics","705
001","10","4.000","90.0",".",".",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"Mathematical Statistics","709
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Analysis","721
001","18","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Nonlinear Progrmg Thry&Appl","726
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Abstract Algebra","741
001","20","2.975","40.0","15.0","15.0",".","20.0",".","10.0",".",".",".",".",".",".",".",".","."
"Theory of Groups","745
001","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introductory Topology I","001
751","17","3.719","52.9","29.4","11.8",".",".",".",".",".",".",".",".",".",".","5.9",".","."
"Differentiable Manifolds","761
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations of Mathematics","770
001","12","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Recursion Theory","773
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 243 of 373",""
