"","990
062","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
064","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
070","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","78","4.000","69.2",".",".",".",".",".",".","25.6","",".",".","",".","5.1","",".",".",".","."
"MICROBIO
192","Dept. Total","1158","3.115","34.8","15.0","23.1","9.8","10.7","2.6","1.0","2.4","",".",".","",".","0.3","",".","0.1","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","73","2.699","11.0","17.8","15.1","28.8","21.9","4.1","1.4",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","69","2.710","17.4","15.9","18.8","18.8","20.3","8.7",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","263","2.795","15.2","17.9","28.9","15.6","15.6","3.8","3.0",".","",".",".","",".",".","",".",".",".","."
"Senior","","400","3.098","25.8","19.8","30.5","7.8","12.3","2.8","0.8","0.5","",".",".","",".",".","",".",".",".","."
"Undergraduates","","805","2.928","20.2","18.6","27.6","13.2","14.9","3.7","1.5","0.2","",".",".","",".",".","",".",".",".","."
"Special","","25","3.313","28.0","28.0","28.0","4.0","8.0",".",".","4.0","",".",".","",".",".","",".",".",".","."
"Graduate","","326","3.742","71.2","5.2","11.7","1.8","0.3",".",".","7.7","",".",".","",".","1.2","",".","0.3","0.3","0.3"
"Prof Yr 2","","2","3.000","50.0",".",".",".","50.0",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","2","3.000","50.0",".",".",".","50.0",".",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","1158","3.115","34.8","15.0","23.1","9.8","10.7","2.6","1.0","2.4","",".",".","",".","0.3","",".","0.1","0.1","0.1"
