"","990
032","5","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
033","4","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
034","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","69","4.000","58.0",".",".",".",".",".",".","26.1","",".",".","",".","15.9","",".",".",".","."
"FOOD SCI
390","Dept. Total","774","3.231","31.9","18.3","21.7","9.3","6.7","1.3","0.5","3.2","",".","4.9","",".","1.4","",".","0.4","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","31","2.603","9.7","19.4","12.9","12.9","12.9","9.7","3.2",".","",".","19.4","",".",".","",".",".",".","."
"Sophomore","","127","2.993","15.7","20.5","28.3","16.5","6.3","1.6","0.8",".","",".","8.7","",".",".","",".","1.6",".","."
"Junior","","148","3.230","35.8","14.2","26.4","12.2","5.4",".","0.7","0.7","",".","4.7","",".",".","",".",".",".","."
"Senior","","301","3.175","32.9","18.3","22.6","9.6","9.0","1.3","0.3","1.7","",".","4.0","",".",".","",".","0.3",".","."
"Undergraduates","","607","3.122","28.8","17.8","24.2","11.9","7.7","1.5","0.7","1.0","",".","5.9","",".",".","",".","0.5",".","."
"Special","","23","3.130","34.8","17.4","13.0",".","17.4","4.3",".","4.3","",".",".","",".",".","",".",".","4.3","4.3"
"Graduate","","144","3.778","44.4","20.8","12.5",".","0.7",".",".","12.5","",".","1.4","",".","7.6","",".",".",".","."
"","Dept. Total","774","3.231","31.9","18.3","21.7","9.3","6.7","1.3","0.5","3.2","",".","4.9","",".","1.4","",".","0.4","0.1","0.1"
