"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","","",""
"REHAB PSYCH & SPECIAL EDU","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"194
RP & SE","","","","","","","","","","","","","","","","","","","","",""
"","300","001","","100","3.660","60.0","27.0","8.0","3.0",".",".","2.0",".",".",".",".",".",".",".",".","."
"","300","002","","93","3.828","78.5","12.9","7.5",".",".","1.1",".",".",".",".",".",".",".",".",".","."
"Individls with Disabilities","","Course Total","","193","3.741","68.9","20.2","7.8","1.6",".","0.5","1.0",".",".",".",".",".",".",".",".","."
"Behav Anal:Person-Disabilty","330","001","","49","3.939","91.8","4.1","4.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Assess Stdts-Special Needs","340","001","","42","3.940","88.1","11.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prepracticum: Special Educ","360","015","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro-Lang & Learn Disabil","410","001","","72","3.750","55.6","40.3","2.8","1.4",".",".",".",".",".",".",".",".",".",".",".","."
"Curr&Meth:Behav/Emo Dis,K-9","421","001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Curr&Mth:Behav/Emo Dis,6-12","422","015","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Mgmt:Stdts-Behav/Emotnl Dis","423","001","","13","3.615","76.9","15.4",".",".",".",".","7.7",".",".",".",".",".",".",".",".","."
"Pract:Behavrl/Emotnl Disabl","425","015","","11","3.367","81.8",".",".","9.1",".",".","9.1",".",".",".",".",".",".",".",".","."
"Curr&Mth:Erl Chldhd Spec Ed","431","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pract:Early Chldhd Spec Ed","435","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intellectual Disabilities","440","001","","36","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Curric&Meth: Intel Dis, K-9","441","004","","11","3.597","36.4","45.5","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Curric&Meth:Intel Dis, 6-12","442","004","","8","3.650","37.5","50.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prac-Intellect Disabilities","445","004","","8","3.929","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Rehab-Cnslg Psych: Foundatn","500","001","","25","3.240","32.0","20.0","36.0","4.0","4.0",".","4.0",".",".",".",".",".",".",".",".","."
"Rehab-Cnslg Psych: Applcatn","501","001","","23","3.618","60.9","13.0","21.7",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"Strategy-Inclusive Schoolng","506","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Rehab Psych-Occup Aspects","530","001","","36","3.403","33.3","27.8","27.8","8.3","2.8",".",".",".",".",".",".",".",".",".",".","."
"Assessmnt Adults-Disablties","540","001","","34","3.576","44.1","32.4","11.8","8.8",".",".",".",".",".",".",".",".",".",".",".","2.9"
"Rehab Psych-Psycho-Soc Asp","560","001","","48","3.990","97.9","2.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","630","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","630","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","630","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","630","018","","12","3.839","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intrshp-Rehab or Spec Educ","","Course Total","","17","3.880","88.2",".","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Augmentative Commun","631","001","","23","3.435","39.1","30.4","13.0","13.0","4.3",".",".",".",".",".",".",".",".",".",".","."
"Workng-Fam Chldrn Disabil","650","001","","39","3.833","79.5","12.8","5.1",".","2.6",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","660","003","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","690","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","690","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","690","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","690","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","690","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","690","015","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","690","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","690","017","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","690","018","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Research or Thesis","","Course Total","","22","3.915","86.4","9.1","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699","004","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","","","Page 80 of 373"
