"Research","Course Total","52","4.000","50.0",".",".",".",".",".",".","40.4","",".",".","",".","7.7","",".",".",".","1.9"
"","993
001","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","993
008","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Seminar in Genetics","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"GENETICS
412","Dept. Total","353","3.079","34.6","12.2","19.0","5.4","12.2","5.1","3.4","6.2","",".",".","",".","1.4","",".",".","0.3","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","1.250",".",".","25.0",".","25.0",".","50.0",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","40","2.500","25.0","7.5","17.5","10.0","20.0","10.0","10.0",".","",".",".","",".",".","",".",".",".","."
"Junior","","100","2.719","25.0","9.0","26.0","7.0","19.0","9.0","5.0",".","",".",".","",".",".","",".",".",".","."
"Senior","","66","2.891","30.3","9.1","24.2","7.6","18.2","7.6","1.5",".","",".",".","",".","1.5","",".",".",".","."
"Undergraduates","","210","2.700","26.2","8.6","23.8","7.6","19.0","8.6","5.7",".","",".",".","",".","0.5","",".",".",".","."
"Special","","11","3.093","18.2","18.2","36.4","9.1","9.1",".",".",".","",".",".","",".",".","",".",".","9.1","."
"Graduate","","132","3.763","49.2","17.4","9.8","1.5","1.5",".",".","16.7","",".",".","",".","3.0","",".",".",".","0.8"
"","Dept. Total","353","3.079","34.6","12.2","19.0","5.4","12.2","5.1","3.4","6.2","",".",".","",".","1.4","",".",".","0.3","0.3"
