"Intro to Biblical Lit","361
001","","55","3.236","21.8","30.9","27.3","16.4","1.8","1.8",".",".",".","",".",".","",".","",".","",".",".","."
"Ethnic & Minorty Relig-Amer","368
001","","14","3.269","28.6","42.9","7.1","7.1",".",".","7.1","7.1",".","",".",".","",".","",".","",".",".","."
"Islam: Religion and Culture","370
001","","13","3.462","15.4","61.5","23.1",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Studies-S Asian Religions","620
001","","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"RELIG ST
856","Dept. Total","","98","3.334","22.4","42.9","19.4","10.2","2.0","1.0","1.0","1.0","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","",""
"856
RELIG ST","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","7","2.978","14.3","42.9","28.6",".",".",".","14.3",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","30","3.272","20.0","36.7","23.3","16.7","3.3",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","27","3.301","29.6","33.3","14.8","14.8","3.7","3.7",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","31","3.443","12.9","61.3","19.4","3.2",".",".",".","3.2","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","95","3.312","20.0","44.2","20.0","10.5","2.1","1.1","1.1","1.1","",".",".","",".","",".","",".",".",".","."
"Special","","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","98","3.334","22.4","42.9","19.4","10.2","2.0","1.0","1.0","1.0","",".",".","",".","",".","",".",".",".","."
