"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"","310
001","98","2.990","24.5","16.3","23.5","20.4","10.2","2.0","3.1",".",".",".",".",".",".",".",".","."
"","310
002","97","2.964","23.7","14.4","24.7","17.5","15.5","2.1","2.1",".",".",".",".",".",".",".",".","."
"Prob Solvng Using Computers","Course Total","195","2.977","24.1","15.4","24.1","19.0","12.8","2.1","2.6",".",".",".",".",".",".",".",".","."
"","352
001","31","3.032","9.7","25.8","32.3","25.8","6.5",".",".",".",".",".",".",".",".",".",".","."
"","352
002","39","2.859","12.8","17.9","20.5","25.6","23.1",".",".",".",".",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","70","2.936","11.4","21.4","25.7","25.7","15.7",".",".",".",".",".",".",".",".",".",".","."
"","354
001","36","2.614","16.7","22.2","13.9","13.9","13.9","5.6","11.1","2.8",".",".",".",".",".",".",".","."
"","002
354","43","2.674","23.3","14.0","14.0","14.0","20.9","7.0","7.0",".",".",".",".",".",".",".",".","."
"","354
003","42","2.762","9.5","31.0","21.4","16.7","9.5","4.8","7.1",".",".",".",".",".",".",".",".","."
"Machine Organizatn&Progrmng","Course Total","121","2.688","16.5","22.3","16.5","14.9","14.9","5.8","8.3","0.8",".",".",".",".",".",".",".","."
"","367
001","35","3.132","37.1","11.4","25.7","8.6","5.7","5.7","2.9",".",".",".",".",".",".","2.9",".","."
"","367
002","50","2.771","24.0","16.0","18.0","12.0","12.0","6.0","8.0","4.0",".",".",".",".",".",".",".","."
"","367
003","53","2.604","17.0","20.8","20.8","9.4","15.1","3.8","13.2",".",".",".",".",".",".",".",".","."
"","367
004","50","2.663","16.0","14.0","26.0","12.0","16.0","8.0","6.0",".",".",".",".",".",".","2.0",".","."
"Intro to Data Structures","Course Total","188","2.761","22.3","16.0","22.3","10.6","12.8","5.9","8.0","1.1",".",".",".",".",".","1.1",".","."
"Tech:Computer-Based Bus Sys","371
002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Numerical Methods","412
001","84","2.696","20.2","19.0","16.7","20.2","7.1","7.1","9.5",".",".",".",".",".",".",".",".","."
"Intro-Combinatorics","475
001","15","2.467","20.0","13.3","26.7",".","20.0",".","20.0",".",".",".",".",".",".",".",".","."
"Numerical Linear Algebra","513
001","21","2.571","23.8","23.8","14.3","4.8","4.8","14.3","14.3",".",".",".",".",".",".",".",".","."
"Intro-Theoretical Comp Sci","520
001","41","2.927","19.5","22.0","17.1","22.0","12.2","7.3",".",".",".",".",".",".",".",".",".","."
"Linear Programming Methods","525
001","29","2.672","20.7","6.9","31.0","17.2","6.9","10.3","6.9",".",".",".",".",".",".",".",".","."
"Intro-Progm Langs&Compilers","536
001","54","3.025","29.6","33.3","9.3","5.6","14.8","1.9","5.6",".",".",".",".",".",".",".",".","."
"","537
001","63","3.313","30.2","36.5","20.6","7.9","1.6",".","3.2",".",".",".",".",".",".",".",".","."
"","537
002","53","3.279","49.1","7.5","26.4",".","13.2","3.8",".",".",".",".",".",".",".",".",".","."
"Intro to Operating Systems","Course Total","116","3.298","38.8","23.3","23.3","4.3","6.9","1.7","1.7",".",".",".",".",".",".",".",".","."
"Intro-Artificl Intelligence","001
540","84","2.908","21.4","22.6","13.1","19.0","19.0","1.2","2.4","1.2",".",".",".",".",".",".",".","."
"Natural Lang & Computing","545
001","12","3.389","41.7",".","8.3","25.0",".",".",".","16.7",".",".",".",".",".",".",".","8.3"
"","552
001","6","3.250","16.7","33.3","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","002
552","11","3.273","18.2","36.4","36.4",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"Intro-Computer Architecture","Course Total","17","3.265","17.6","35.3","35.3","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","564
001","54","3.052","24.1","11.1","38.9","18.5","5.6","1.9",".",".",".",".",".",".",".",".",".","."
"","002
564","35","3.013","34.3","8.6","22.9","5.7","20.0",".","2.9","5.7",".",".",".",".",".",".",".","."
"Database Mgt Systems","Course Total","89","3.036","28.1","10.1","32.6","13.5","11.2","1.1","1.1","2.2",".",".",".",".",".",".",".","."
"Introduction to Algorithms","577
001","51","3.020","25.5","15.7","19.6","7.8","27.5",".",".",".",".",".",".",".",".","2.0","2.0","."
"Intro to Computer Networks","640
001","82","2.856","22.0","11.0","13.4","19.5","31.7",".",".","2.4",".",".",".",".",".",".",".","."
"Senior Honors Thesis","681
066","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
030","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
066","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
092","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","4","***","","","","","","","","","","","","","","","",""
"Construction of Compilers","701
001","13","3.846","76.9","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Differential Equations","713
001","26","3.820","65.4","26.9","3.8",".",".",".",".","3.8",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 184 of 373",""
