"","699
007","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
015","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","Course Total","4","***","","","","","","","","","","","","","","","","","","","","",""
"Pathobiol Sci Rsch Rotation","740
001","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"PATH-BIO
703","Dept. Total","606","3.442","36.3","23.3","23.1","6.6","2.5","0.3","",".","7.9","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"703
PATH-BIO","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","2","3.750","50.0","50.0",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","2","3.750","50.0","50.0",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","2","3.000",".",".","100.0",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","4","3.125","50.0","25.0",".","25.0",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","538","3.438","38.1","25.8","25.7","7.2","2.8","0.4","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","60","4.000","20.0",".",".",".",".",".","",".","80.0","",".",".","",".","",".","",".",".",".","."
"Professionals","","598","3.445","36.3","23.2","23.1","6.5","2.5","0.3","",".","8.0","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","606","3.442","36.3","23.3","23.1","6.6","2.5","0.3","",".","7.9","",".",".","",".","",".","",".",".",".","."
