"","990
044","","2","***","","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
047","","2","***","","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
150","","1","***","","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Rsch in Human Cancer Bio","Course Total","","22","3.967","86.4",".","4.5",".","",".","",".","",".","",".","",".",".","",".","9.1","",".",".",".","."
"H ONCOL
480","Dept. Total","","53","3.860","62.3","15.1","9.4",".","",".","",".","",".","",".","",".","9.4","",".","3.8","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"480
H ONCOL","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".",".","",".",".",".","."
"Junior","","","3","3.667","66.7",".","33.3",".","",".","",".","",".","",".","",".",".","",".",".","",".",".",".","."
"Senior","","","5","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","","9","3.952","88.9",".","11.1",".","",".","",".","",".","",".","",".",".","",".",".","",".",".",".","."
"Special","","","3","4.000","33.3",".",".",".","",".","",".","",".","",".","",".","66.7","",".",".","",".",".",".","."
"Graduate","","","30","3.941","73.3","3.3","6.7",".","",".","",".","",".","",".","",".","10.0","",".","6.7","",".",".",".","."
"Prof Yr 3","","","8","3.500","12.5","75.0","12.5",".","",".","",".","",".","",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 4","","","3","3.400","33.3","33.3","33.3",".","",".","",".","",".","",".","",".",".","",".",".","",".",".",".","."
"Professionals","","","11","3.462","18.2","63.6","18.2",".","",".","",".","",".","",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","","53","3.860","62.3","15.1","9.4",".","",".","",".","",".","",".","",".","9.4","",".","3.8","",".",".",".","."
