"","996
025","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","996
041","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research-Plant Physiology","Course Total","9","4.000","66.7",".",".",".",".",".",".","11.1","",".",".","",".","22.2","",".",".",".","."
"Independent Work","999
024","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"BOTANY
208","Dept. Total","861","2.952","27.3","10.9","30.4","7.2","14.4","4.4","1.9","2.4","",".","0.2","",".","0.5","",".","0.1","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"208
BOTANY","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","78","2.556","25.6","6.4","21.8","9.0","19.2","10.3","7.7",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","230","2.806","15.2","9.6","40.9","7.0","19.6","5.2","1.7",".","",".",".","",".",".","",".",".","0.4","0.4"
"Junior","","222","2.811","17.6","12.2","35.1","7.7","20.7","4.1","2.3",".","",".",".","",".",".","",".","0.5",".","."
"Senior","","215","3.118","30.2","14.4","31.2","9.8","8.4","4.2","0.5","1.4","",".",".","",".",".","",".",".",".","."
"Undergraduates","","745","2.866","21.3","11.4","34.4","8.2","16.6","5.1","2.1","0.4","",".",".","",".",".","",".","0.1","0.1","0.1"
"Special","","9","3.600","22.2","22.2","11.1",".",".",".",".","44.4","",".",".","",".",".","",".",".",".","."
"Graduate","","109","3.863","67.9","6.4","4.6","0.9",".",".",".","14.7","",".","1.8","",".","3.7","",".",".",".","."
"","Dept. Total","863","2.952","27.2","10.9","30.4","7.2","14.4","4.4","1.9","2.7","",".","0.2","",".","0.5","",".","0.1","0.1","0.1"
