"EGR","","","","","","","","","","","","","","","","","","","","",""
"","CIVIL AND ENVIRONMENTAL EN Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Engr Spatial Measurements","251","001","","43","2.977","9.3","18.6","46.5","14.0","9.3","2.3",".",".",".",".",".",".",".",".",".","."
"Independent Study","299","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro-Aerial Photo Systems","301","001","","32","3.048","25.0","18.8","18.8","15.6","15.6","3.1",".","3.1",".",".",".",".",".",".",".","."
"Elec-op&Micro Remote Sensng","302","001","","25","3.104","28.0","16.0","24.0","12.0","12.0","4.0",".","4.0",".",".",".",".",".",".",".","."
"Remote Sensng Digtl Image","303","001","","20","3.100","20.0","20.0","25.0","30.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"Remote Sensng Vis Image&GIS","304","001","","12","3.955","83.3","8.3",".",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"Fundmnt Comput-Land Inf Sys","307","001","","15","3.367","20.0","46.7","26.7",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"Spatl Framewk-Land Info Sys","308","001","","10","3.278","30.0","10.0","30.0","20.0",".",".",".",".",".",".",".",".",".","10.0",".","."
"Intro to US Public Land Sys","309","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Fluid Mechanics","310","001","","67","2.552","9.0","16.4","13.4","22.4","28.4","9.0","1.5",".",".",".",".",".",".",".",".","."
"Hydroscience","311","001","","36","3.069","13.9","27.8","36.1","13.9","5.6",".","2.8",".",".",".",".",".",".",".",".","."
"Hydrology","315","001","","25","3.280","24.0","36.0","32.0","4.0",".",".","4.0",".",".",".",".",".",".",".",".","."
"Environmental Engineering","320","001","","83","2.807","20.5","12.0","24.1","9.6","26.5","7.2",".",".",".",".",".",".",".",".",".","."
"Dsgn-Wastewtr Treatmnt Plnt","326","001","","11","3.636","54.5","27.3","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Solid&Hazardous Wastes Engr","327","001","","29","3.161","17.2","10.3","55.2","13.8",".",".",".","3.4",".",".",".",".",".",".",".","."
"Soil Mechanics","330","001","","50","2.670","10.0","12.0","26.0","22.0","24.0","4.0","2.0",".",".",".",".",".",".",".",".","."
"Structural Analysis I","340","001","","44","2.784","11.4","22.7","20.5","6.8","36.4","2.3",".",".",".",".",".",".",".",".",".","."
"Structural Engineering","341","002","","36","3.389","33.3","33.3","19.4","5.6","8.3",".",".",".",".",".",".",".",".",".",".","."
"Wood Structures I","342","001","","25","3.600","52.0","16.0","32.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Concrete Structures I","347","002","","26","2.788","3.8","26.9","26.9","15.4","23.1","3.8",".",".",".",".",".",".",".",".",".","."
"Principles of Land Info Sys","353","001","","47","3.053","19.1","2.1","61.7","4.3","12.8",".",".",".",".",".",".",".",".",".",".","."
"Hydro&Topographic Mapping","359","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Transportation Engineering","370","001","","41","2.975","14.6","34.1","12.2","19.5","12.2","2.4","2.4","2.4",".",".",".",".",".",".",".","."
"Geom Anal-Vert Aerial Photo","403","001","","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mapping with Aerial Photos","404","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adjusts-Land Info&Surveying","407","001","","13","3.269","15.4","30.8","46.2","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Open Channel Hydraulics","411","001","","6","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Envrmntl Engineering Chem","424","001","","13","3.385","23.1","38.5","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Structural Analysis II","440","001","","10","3.600","40.0","40.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Steel Structures II","445","001","","8","2.813","12.5","12.5","25.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".","."
"Structural Systems","449","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Short Course in Surveying","450","001","","12","3.542","41.7","25.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cadastral Systems","454","001","","7","3.750","57.1","14.3","14.3",".",".",".",".",".",".",".",".",".",".","14.3",".","."
"Legal Aspects-Engineering","491","001","","46","3.100","30.4","19.6","17.4","8.7","17.4","4.3",".",".",".",".",".",".",".",".","2.2","."
"Civ&Envr Engr-Modeling Tech","495","001","","10","3.167","20.0","10.0","40.0","20.0",".",".",".","10.0",".",".",".",".",".",".",".","."
"Constructn Project Managmnt","498","001","","36","3.588","44.4","27.8","19.4",".","2.8",".",".","2.8",".",".",".",".",".",".",".","2.8"
"Water Chemistry","500","001","","19","3.579","47.4","26.3","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"Water Analysis-Intermediate","501","001","","18","3.353","27.8","16.7","44.4","5.6",".",".",".","5.6",".",".",".",".",".",".",".","."
"Water Anal Intermediate Lab","503","001","","16","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
