"EGR","","","","","","","","","","","","","","","","","","","",""
"","MATERIALS SCI AND ENGINEERI Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1","001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Materials Sci for Non-Engrs","150","001","47","2.979","17.0","19.1","29.8","19.1","10.6","4.3",".",".",".",".",".",".",".",".",".","."
"Intro to Modern Materials","250","001","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Macroprocessing-Materials","332","001","24","3.354","25.0","33.3","33.3","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"Intro to Materials Science","350","001","155","3.271","29.7","18.1","38.1","6.5","7.1","0.6",".",".",".",".",".",".",".",".",".","."
"Struct&Property Rels-Solids","351","001","23","3.045","30.4","17.4","13.0","17.4","8.7","8.7",".",".",".",".",".",".",".","4.3",".","."
"Microscopy&Properties-Matls","360","001","9","3.556","44.4","22.2","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physical Metallurgy Lab","362","001","21","3.190","19.0","23.8","38.1","14.3","4.8",".",".",".",".",".",".",".",".",".",".","."
"Materials Sys & Design Proj","379","001","18","3.324","33.3","27.8","27.8",".",".",".","5.6","5.6",".",".",".",".",".",".",".","."
"Special Topics","401","001","13","3.423","30.8","30.8","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Crystallog & Xray Diffractn","448","001","18","3.469","22.2","38.9","27.8",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Intro to Ceramic Materials","451","001","22","3.205","45.5","22.7","4.5","9.1","4.5","13.6",".",".",".",".",".",".",".",".",".","."
"Fundamentals-Heat Treatment","465","001","15","3.367","13.3","53.3","26.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Copper & Copper Base Alloys","466","001","13","3.577","53.8","23.1","15.4",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"The Light Alloys","467","001","15","3.500","40.0","26.7","20.0",".","6.7",".",".",".",".",".",".",".",".","6.7",".","."
"The Stainless Steels","468","001","18","3.412","38.9","22.2","22.2",".","11.1",".",".",".",".",".",".",".",".","5.6",".","."
"Rock Mechanics","474","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Thermodynamics of Solids","530","001","12","3.333","25.0","25.0","41.7","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Applied Superconductivity","562","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","026","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","7","4.000","85.7",".",".",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"Surf&Interface Characterztn","770","001","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801","002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","801","003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","801","004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","801","005","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","801","006","7","3.944","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Physical Metallurgy","","Course Total","22","3.983","95.5","4.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Metallurgicl Thermodynamics","802","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","803","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","803","003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Spec Topics-Materials Sci","","Course Total","10","",".",".",".",".",".",".",".","90.0",".",".",".",".",".","10.0",".","."
"","806","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","806","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics-Material Processing","","Course Total","5","***","","","","","","","","","","","","","","","",""
"Seminar","900","001","19","4.000","5.3",".",".",".",".",".",".","94.7",".",".",".",".",".",".",".","."
"Smr:Plasma-Aided Manufctrng","926","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","009","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","010","5","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 135 of 373",""
