"First Yr Cen Asian Lang I","331
001","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Third Yr Cen Asian Lang I","431
001","","4","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Dir Study-Cen Asian Studies","599
002","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Seminar in Turkic Philology","950
001","","3","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"CEN ASIA
218","Dept. Total","","16","3.856","75.0","12.5","6.3",".","",".","",".","",".","6.3","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"218
CEN ASIA","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","1","3.500",".","100.0",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","4","3.714","75.0",".","25.0",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","3","3.850","66.7","33.3",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","9","3.758","66.7","22.2","11.1",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","7","4.000","85.7",".",".",".","",".","",".","",".","14.3","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","16","3.856","75.0","12.5","6.3",".","",".","",".","",".","6.3","",".",".","",".","",".","",".",".",".","."
