"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","1842","3.274","32.9","21.1","20.8","11.4","5.0","2.1","0.8","0.9","",".","4.3",".","0.2","",".","0.3",".","0.2"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","77","3.009","19.5","15.6","35.1","13.0","11.7","2.6","1.3",".","",".",".",".",".","",".","1.3",".","."
"Sophomore","","268","3.081","17.5","26.9","25.4","20.5","5.6","2.6","0.7",".","",".","0.4",".",".","",".","0.4",".","."
"Junior","","537","3.253","31.1","21.0","22.7","13.2","6.0","2.0","0.2","0.2","",".","3.4",".",".","",".","0.2",".","."
"Senior","","794","3.268","32.4","21.2","19.8","8.9","4.4","2.4","1.4","1.4","",".","7.6",".",".","",".","0.3",".","0.4"
"Undergraduates","","1676","3.219","29.0","21.8","22.3","12.4","5.4","2.3","0.9","0.7","",".","4.7",".",".","",".","0.3",".","0.2"
"Special","","18","3.357","27.8","33.3","11.1","11.1","5.6",".",".","11.1","",".",".",".",".","",".",".",".","."
"Graduate","","148","3.874","77.7","12.2","4.7","0.7",".",".",".","2.0","",".",".",".","2.0","",".",".",".","0.7"
"","College Total","1842","3.274","32.9","21.1","20.8","11.4","5.0","2.1","0.8","0.9","",".","4.3",".","0.2","",".","0.3",".","0.2"
