"POLITICAL SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","","",""
"699","024","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","14","3.351","71.4",".","14.3","7.1",".",".","7.1",".",".",".",".",".",".",".",".","."
"771
Development Planning & Adm","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"800
Poli Sci as a Discipline","001","","12","3.682","33.3","58.3",".",".",".",".",".",".",".",".",".",".",".",".",".","8.3"
"816
Qual Meth-Political Rsch","001","","17","3.706","47.1","47.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"829
Political Communication","001","","9","3.625","44.4","22.2","22.2",".",".",".",".",".",".",".",".",".",".",".",".","11.1"
"831","001","","14","3.731","42.9","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","7.1"
"831","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Concepts-Political Theory","Course Total","","19","3.722","42.1","52.6",".",".",".",".",".",".",".",".",".",".",".",".",".","5.3"
"850
Compar Politc-Adv Indus Nat","001","","12","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"857
Intl Relations Theories","001","","8","3.688","37.5","62.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"860
Totltrn Sys&Post-Totl Trans","001","","8","3.760","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"871
Public Policy Evaluation","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"875
Public Personnel Adm","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"937
Topics-Political Psych&Soc","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"949
Seminar-Soviet Politics","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"959
Smr-Intl Organization","001","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"961
Smr-African Politics","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"974","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"974","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr-Politics&Public Policy","Course Total","","4","***","","","","","","","","","","","","","","","",""
"990","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","6","4.000","50.0",".",".",".",".",".",".","33.3",".",".",".","16.7",".",".",".","."
"990","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","023","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","026","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","027","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","029","","8","3.850","75.0",".","12.5",".",".",".",".",".",".",".",".","12.5",".",".",".","."
"990","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","033","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 269 of 373",""
