"","990
010","","8","3.788","50.0","12.5",".",".","",".",".",".","","25.0",".","",".",".","","12.5",".","",".",".","."
"","990
011","","1","***","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
012","","1","***","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","","16","3.802","43.8","6.3","6.3",".","",".",".","",".","31.3","",".",".","",".","6.3","",".",".","6.3","."
"PHMCOL-M
724","Dept. Total","","45","3.676","46.7","22.2","11.1","2.2","",".","2.2","",".","11.1","",".",".","",".","2.2","",".",".","2.2","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"724
PHMCOL-M","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","1","4.000","100.0",".",".",".","",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","","2","3.200",".","50.0","50.0",".","",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","","3","3.500","33.3","33.3","33.3",".","",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","","1","2.500",".",".",".","100.0","",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","","41","3.709","48.8","22.0","9.8",".","",".","2.4","",".","12.2","",".",".","",".","2.4","",".",".","2.4","."
"","Dept. Total","","45","3.676","46.7","22.2","11.1","2.2","",".","2.2","",".","11.1","",".",".","",".","2.2","",".",".","2.2","."
