"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASIAN AMERICAN STUDIES","Section","#","","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"184
ASIAN AM","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to Asian Amer Studies","101
001","","57","3.160","26.3","12.3","38.6","3.5","8.8","3.5",".","","7.0",".","",".",".","",".","",".","",".",".","."
"Ethnic Movements in U.S.","220
001","","9","3.357","11.1","33.3","33.3",".",".",".",".","","22.2",".","",".",".","",".","",".","",".",".","."
"Topics-Asian Amer Culture","260
001","","6","2.917","16.7",".","33.3","50.0",".",".",".","",".",".","",".",".","",".","",".","",".",".","."
"Survey of Asian Americn Lit","270
001","","17","3.088","17.6","17.6","35.3","23.5","5.9",".",".","",".",".","",".",".","",".","",".","",".",".","."
"Asian Americans-US Schools","470
001","","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"ASIAN AM
184","Dept. Total","","90","3.143","22.2","14.4","37.8","10.0","6.7","2.2","",".","6.7","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"184
ASIAN AM","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","22","3.091","22.7","9.1","50.0",".","18.2",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","15","2.867",".","13.3","53.3","26.7","6.7",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","22","3.119","18.2","22.7","36.4","9.1","4.5","4.5","",".","4.5","",".",".","",".","",".","",".",".",".","."
"Senior","","","29","3.333","34.5","10.3","24.1","10.3",".","3.4","",".","17.2","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","88","3.128","21.6","13.6","38.6","10.2","6.8","2.3","",".","6.8","",".",".","",".","",".","",".",".",".","."
"Special","","","2","3.750","50.0","50.0",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","90","3.143","22.2","14.4","37.8","10.0","6.7","2.2","",".","6.7","",".",".","",".","",".","",".",".",".","."
