"","999
014","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
019","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
025","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Independent Study","Course Total","6","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"HDFS
230","Dept. Total","888","3.369","37.2","20.8","15.2","10.8","3.9","1.1","0.8","1.0","",".","8.2","",".","0.3","",".","0.2",".","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"230
HDFS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","2.000",".",".",".",".","100.0",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","164","3.079","18.3","26.2","23.8","21.3","8.5","1.2","0.6",".","",".",".","",".",".","",".",".",".","."
"Junior","","271","3.324","36.9","20.3","17.0","12.5","4.4","2.2","0.4","0.4","",".","5.5","",".",".","",".","0.4",".","."
"Senior","","331","3.401","34.1","20.2","13.0","7.6","2.1","0.6","1.5","2.1","",".","17.5","",".",".","",".","0.3",".","0.9"
"Undergraduates","","767","3.292","31.7","21.5","16.7","12.3","4.4","1.3","0.9","1.0","",".","9.5","",".",".","",".","0.3",".","0.4"
"Special","","8","3.188","12.5","50.0","12.5","12.5","12.5",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","113","3.857","76.1","14.2","5.3","0.9",".",".",".","0.9","",".",".","",".","2.7","",".",".",".","."
"","Dept. Total","888","3.369","37.2","20.8","15.2","10.8","3.9","1.1","0.8","1.0","",".","8.2","",".","0.3","",".","0.2",".","0.3"
