"AMN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AIR FORCE AEROSPACE STUDI","Section","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","101
001","","19","3.722","63.2","10.5","21.1",".",".",".","",".","",".","",".","",".",".","",".","",".","","5.3",".","."
"","101
002","","2","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"The Air Force Today I","Course Total","","21","3.750","66.7","9.5","19.0",".",".","",".","",".","",".","",".",".","",".","",".","",".","4.8",".","."
"","201
001","","11","3.682","54.5","27.3","18.2",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","002
201","","6","3.750","83.3",".",".","16.7",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"The Air Force Way I","Course Total","","17","3.706","64.7","17.6","11.8","5.9",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Air Force Leadership&Mgt I","303
001","","8","3.625","62.5","25.0",".",".","12.5",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Preparatn for Active Duty I","401
001","","9","3.833","66.7","33.3",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"A F AERO
102","Dept. Total","","55","3.733","65.5","18.2","10.9","1.8","1.8","",".","",".","",".","",".",".","",".","",".","",".","1.8",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","21","3.714","66.7","9.5","23.8",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","13","3.767","69.2","15.4","7.7","7.7",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","14","3.645","57.1","28.6",".",".","7.1","",".","",".","",".","",".",".","",".","",".","",".","7.1",".","."
"Senior","","","7","3.857","71.4","28.6",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","55","3.733","65.5","18.2","10.9","1.8","1.8","",".","",".","",".","",".",".","",".","",".","",".","1.8",".","."
"","Dept. Total","","55","3.733","65.5","18.2","10.9","1.8","1.8","",".","",".","",".","",".",".","",".","",".","",".","1.8",".","."
