"ZOOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","",""
"","101
001","338","2.663","12.1","8.6","32.2","10.1","29.9","5.3","1.5",".",".",".",".",".",".","0.3",".","."
"","002
101","325","2.448","12.3","7.4","22.2","9.5","33.2","12.9","2.5",".",".",".",".",".",".",".",".","."
"Animal Biology","Course Total","663","2.557","12.2","8.0","27.3","9.8","31.5","9.0","2.0",".",".",".",".",".",".","0.2",".","."
"","102
001","24","2.750","12.5","16.7","41.7",".","20.8",".","8.3",".",".",".",".",".",".",".",".","."
"","102
002","26","3.058","23.1",".","57.7","3.8","15.4",".",".",".",".",".",".",".",".",".",".","."
"","102
003","29","3.638","58.6","17.2","17.2","6.9",".",".",".",".",".",".",".",".",".",".",".","."
"","102
004","30","3.800","70.0","23.3","3.3","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"","102
005","31","2.968","25.8","12.9","32.3","12.9","6.5","6.5","3.2",".",".",".",".",".",".",".",".","."
"","102
006","30","2.700","10.0","13.3","33.3","20.0","13.3","6.7","3.3",".",".",".",".",".",".",".",".","."
"","102
007","29","3.052","27.6","6.9","44.8","10.3","3.4","3.4","3.4",".",".",".",".",".",".",".",".","."
"","102
008","29","3.293","34.5","27.6","20.7","3.4","10.3","3.4",".",".",".",".",".",".",".",".",".","."
"","102
009","29","3.241","24.1","20.7","41.4","6.9","6.9",".",".",".",".",".",".",".",".",".",".","."
"","010
102","27","3.593","59.3","25.9","7.4","3.7",".",".","3.7",".",".",".",".",".",".",".",".","."
"","011
102","17","3.294","41.2","5.9","35.3","5.9","11.8",".",".",".",".",".",".",".",".",".",".","."
"","102
012","29","3.293","31.0","24.1","24.1","13.8","6.9",".",".",".",".",".",".",".",".",".",".","."
"","102
013","28","3.589","57.1","25.0","14.3",".",".",".","3.6",".",".",".",".",".",".",".",".","."
"","102
014","25","3.000","16.0","28.0","20.0","12.0","24.0",".",".",".",".",".",".",".",".",".",".","."
"","102
015","12","3.333","25.0","33.3","33.3",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","102
016","27","2.981","14.8","18.5","29.6","22.2","14.8",".",".",".",".",".",".",".",".",".",".","."
"","017
102","28","3.714","67.9","17.9","7.1","3.6","3.6",".",".",".",".",".",".",".",".",".",".","."
"","102
018","26","2.673","3.8","7.7","46.2","11.5","26.9","3.8",".",".",".",".",".",".",".",".",".","."
"Animal Biology Laboratory","Course Total","476","3.223","34.0","17.9","27.7","8.2","9.2","1.5","1.5",".",".",".",".",".",".",".",".","."
"Biological Prin-Soc Impact","120
001","14","3.643","50.0","28.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","151
001","191","2.971","24.6","11.0","35.6","5.2","17.8","4.7","1.0",".",".",".",".",".",".",".",".","."
"","151
002","183","2.822","20.8","10.9","24.0","18.0","19.7","4.4","2.2",".",".",".",".",".",".",".",".","."
"Introductory Biology","Course Total","374","2.898","22.7","11.0","29.9","11.5","18.7","4.5","1.6",".",".",".",".",".",".",".",".","."
"Introductory Biology","152
001","159","2.975","24.5","8.2","39.0","6.9","16.4","3.8","1.3",".",".",".",".",".",".",".",".","."
"Heredity","160
001","22","2.614","27.3","4.5","9.1","18.2","31.8",".","9.1",".",".",".",".",".",".",".",".","."
"Directed Study","199
053","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Introductory Ecology","260
001","92","3.038","29.3","15.2","26.1","7.6","15.2","5.4","1.1",".",".",".",".",".",".",".",".","."
"Invertebrate Zoology","300
001","23","3.174","30.4","17.4","30.4",".","21.7",".",".",".",".",".",".",".",".",".",".","."
"","301
001","10","3.200","30.0","20.0","30.0",".","20.0",".",".",".",".",".",".",".",".",".",".","."
"","301
002","13","3.154","30.8","15.4","30.8",".","23.1",".",".",".",".",".",".",".",".",".",".","."
"Invertebrate Zoology Lab","Course Total","23","3.174","30.4","17.4","30.4",".","21.7",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Entomology","001
302","30","3.350","23.3","46.7","20.0","3.3","3.3","3.3",".",".",".",".",".",".",".",".",".","."
"Limnology-Aquatic Resources","315
001","116","3.099","35.3","6.9","31.0","4.3","18.1","4.3",".",".",".",".",".",".",".",".",".","."
"","316
001","21","3.405","47.6","4.8","38.1",".","9.5",".",".",".",".",".",".",".",".",".",".","."
"","316
002","14","3.500","57.1",".","35.7",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","003
316","18","3.250","38.9",".","44.4","5.6","11.1",".",".",".",".",".",".",".",".",".",".","."
"Lab:Conservatn-Aquatic Rsrc","Course Total","53","3.377","47.2","1.9","39.6","1.9","9.4",".",".",".",".",".",".",".",".",".",".","."
"Ethology","330
001","103","2.735","14.6","10.7","34.0","10.7","22.3","1.9","4.9",".",".",".",".",".",".",".",".","1.0"
"Extinction of Species","360
001","161","3.075","24.2","12.4","36.0","13.7","11.8","1.2","0.6",".",".",".",".",".",".",".",".","."
"","380
001","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","380
002","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 306 of 373",""
