"CONSUMER SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","","","","","",""
"Independent Study","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"CNSR SCI
271","Dept. Total","1231","3.490","50.5","21.3","16.0","6.5","4.2","0.2","0.1","1.1","",".","0.1","",".","",".","",".",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","27","3.563","66.7","14.8","11.1",".","3.7",".","3.7",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","104","3.494","52.9","21.2","17.3","5.8","2.9",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","351","3.474","51.9","18.2","18.8","6.3","4.8",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","714","3.489","49.6","23.1","15.4","7.3","4.2","0.3",".",".","",".","0.1","",".","",".","",".",".",".","."
"Undergraduates","","1196","3.487","50.9","21.3","16.5","6.7","4.3","0.2","0.1",".","",".","0.1","",".","",".","",".",".",".","."
"Special","","5","3.667","40.0","40.0",".",".",".",".",".","20.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","30","3.750","36.7","16.7",".",".","3.3",".",".","40.0","",".",".","",".","",".","",".",".","3.3","."
"","Dept. Total","1231","3.490","50.5","21.3","16.0","6.5","4.2","0.2","0.1","1.1","",".","0.1","",".","",".","",".",".","0.1","."
