"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MEDICAL PHYSICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","",""
"463
Radioisotopes-Med & Biology","001","25","3.561","40.0","32.0","28.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"471","001","23","3.507","34.8","30.4","34.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"471","002","8","3.857","62.5","25.0",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"471","003","11","3.643","36.4","54.5","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Medical Physics","Course Total","42","3.600","40.5","35.7","21.4",".",".",".",".",".",".",".",".",".","2.4",".",".","."
"501
Radiolgcal Physcs&Dosimetry","002","25","3.700","48.0","44.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"567
Physics-Diagnostic Radiol","001","29","3.411","27.6","27.6","37.9","3.4",".",".",".","3.4",".",".",".",".",".",".",".","."
"571
Adv Extrnl Radiatn Onc Phys","001","13","3.385","15.4","46.2","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"573
Med Imag Sci:Determnistc Aspct","001","15","3.800","73.3","13.3","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"661
Rad Lab-Radiotherapy Physic","001","16","3.906","81.3","18.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"662
Rad Lab-Diagnstc Rad Phys","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"665
Rad Lab:CT,MRI,&DSA Physics","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"666
Rad Lab-Med Ultrasound Phys","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"679
Radiation Physics Metrology","001","6","3.583","50.0","16.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","040","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","055","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","056","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Ind Reading or Research","Course Total","5","***","","","","","","","","","","","","","","","",""
"710
Adv in Med Magnet Resonance","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"812
Radiation Med Physics Clerkshp","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"900
Journal Club and Seminar","001","30","3.917","86.7","10.0","3.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","016","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","14","",".",".",".",".",".",".",".","21.4",".",".",".","78.6",".",".",".","."
"990","030","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","031","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","034","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","047","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","048","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","049","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","051","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","056","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","060","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","062","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","064","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","065","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","066","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","067","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","068","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","070","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","071","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","68","",".",".",".",".",".",".",".","70.6",".",".",".","29.4",".",".",".","."
