"TERM : 1092","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Fall 2008-2009","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","",""
"SCIENCE & TECHNOLOGY STUD Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"875
STS","","","","","","","","","","","","","","","",""
"Current Topics-Sci & Tech St","902
001
5","***","","","","","","","","","",".",".",".",".",".   
.   
."
"STS
875","5
Dept. Total","",".",".",".",".",".",".",".",".",".","100.0",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"875
STS","","","","","","","","","","","","","","","",""
"Graduate","5","",".",".",".",".",".",".",".",".",".","100.0",".",".","",".  
.  
.  
."
"","Dept. Total
5","",".",".",".",".",".",".",".",".",".","100.0",".",".","",".  
.  
.  
."
"November 30, 2010","","","","","","","","","","","","","","","","Page 294 of 407"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
