"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","94289","3.228","35.1","20.6","20.5","7.8","7.7","2.2","1.3","2.8","0.0","1.4","0.0","0.2","0.1","0.1","0.1","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","17445","3.091","28.2","20.5","23.5","9.4","10.2","3.1","1.6","0.0","0.0","3.1","0.1",".","0.0","0.1","0.1","0.1"
"Sophomore","","21422","3.144","30.4","21.7","23.9","9.3","9.3","2.9","1.4","0.1",".","1.0","0.0",".","0.0","0.1","0.1","0.1"
"Junior","","20472","3.187","33.4","21.5","22.5","8.8","8.7","2.5","1.5","0.3","0.0","0.5","0.0",".","0.0","0.1","0.1","0.1"
"Senior","","23572","3.295","38.0","22.3","20.2","7.5","6.9","1.7","1.2","1.2","0.0","0.5","0.0","0.1","0.1","0.1","0.1","0.1"
"Undergraduates","","82911","3.183","32.8","21.6","22.4","8.7","8.7","2.5","1.4","0.4","0.0","1.2","0.0","0.0","0.1","0.1","0.1","0.1"
"Special","","1360","3.335","32.5","12.9","10.1","3.3","4.1","1.4","1.7","24.3",".","4.8","0.3",".","0.7","1.4","2.6","."
"Graduate","","10026","3.777","54.5","13.7","6.1","0.9","0.3","0.1","0.0","19.5","0.1","2.5","0.0","1.3","0.5","0.0","0.3","0.0"
"Prof Yr 1","","95","3.862","85.3","7.4","4.2",".","1.1",".",".","1.1",".",".",".","1.1",".",".",".","."
"Prof Yr 2","","72","3.614","52.8","26.4","9.7","4.2",".",".",".","1.4",".","5.6",".",".",".",".",".","."
"Prof Yr 3","","88","3.916","85.2","4.5","4.5",".",".",".",".","3.4",".","1.1",".",".","1.1",".",".","."
"Prof Yr 4","","5","3.786","40.0","20.0",".",".",".",".",".","20.0",".","20.0",".",".",".",".",".","."
"Professionals","","260","3.809","75.4","11.9","5.8","1.2","0.4",".",".","2.3",".","2.3",".","0.4","0.4",".",".","."
"","College Total","94557","3.228","35.2","20.6","20.5","7.8","7.7","2.2","1.3","2.8","0.0","1.4","0.0","0.2","0.1","0.1","0.1","0.1"
