"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"PLANT PATHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","",""
"123
Plants, Parasites, & People","001","20","3.333","30.0","20.0","25.0","10.0","5.0",".",".","5.0",".",".",".",".",".",".","5.0","."
"299","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","3","***","","","","","","","","","","","","","","","",""
"300
Intro to Plant Pathology","001","50","3.200","28.0","20.0","32.0","8.0","10.0","2.0",".",".",".",".",".",".",".",".",".","."
"309
Disease-Landscp Trees&Shrub","001","12","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"602
Ecol&Epidemiol-Plt Diseases","001","9","3.444","44.4","11.1","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"606
Colloquium in Env Tox","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"640
Gen Virology-Multiplication","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","027","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","2","***","","","","","","","","","","","","","","","",""
"800
Inquiry-Based Biology Teaching","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"801
Teaching Biol: Special Topics","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"875
Special Topics","001","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"923
Seminar","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","8","",".",".",".",".",".",".",".","37.5",".",".",".","62.5",".",".",".","."
"990","021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","027","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","034","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","037","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","27","",".",".",".",".",".",".",".","59.3",".",".",".","40.7",".",".",".","."
