"ALS","","","","","","","","","","","","","","","","","","","","","","",""
"PLANT PATHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","","",""
"PL PATH
766","Dept. Total","144","3.330","31.9","13.2","20.1","4.9","4.2","1.4","",".","16.0","",".",".","",".","7.6","",".",".","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","3.000","33.3",".","33.3",".","33.3",".","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","9","3.407","44.4","11.1","33.3","11.1",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","18","3.119","33.3","11.1","27.8","11.1","11.1","5.6","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","47","3.217","25.5","25.5","31.9","6.4","6.4","2.1","",".","2.1","",".",".","",".",".","",".",".",".","."
"Undergraduates","","77","3.207","29.9","19.5","31.2","7.8","7.8","2.6","",".","1.3","",".",".","",".",".","",".",".",".","."
"Special","","2","",".",".",".",".",".",".","",".","50.0","",".",".","",".",".","",".",".","50.0","."
"Graduate","","65","3.712","35.4","6.2","7.7","1.5",".",".","",".","32.3","",".",".","",".","16.9","",".",".",".","."
"","Dept. Total","144","3.330","31.9","13.2","20.1","4.9","4.2","1.4","",".","16.0","",".",".","",".","7.6","",".",".","0.7","."
