"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","2668","3.406","38.8","22.2","22.5","8.2","5.4","0.6","0.3","1.9","",".",".",".",".","",".","0.0","0.0","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Sophomore","","3","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Junior","","110","3.437","43.6","17.3","24.5","10.9","3.6",".",".",".","",".",".",".",".","",".",".",".","."
"Senior","","197","3.289","37.6","21.3","20.3","12.2","4.1","2.5","1.5",".","",".",".",".",".","",".","0.5",".","."
"Undergraduates","","310","3.352","40.3","19.7","21.6","11.6","3.9","1.6","1.0",".","",".",".",".",".","",".","0.3",".","."
"Special","","12","3.370","16.7","16.7","50.0",".","8.3",".",".","8.3","",".",".",".",".","",".",".",".","."
"Graduate","","164","3.876","62.8","4.9","3.7",".",".",".",".","28.0","",".",".",".",".","",".",".","0.6","."
"Prof Yr 1","","634","3.220","47.2","22.1","14.8","5.8","6.8","1.1","0.3",".","",".",".",".","1.1","",".",".","0.2","0.6"
"Prof Yr 2","","770","3.104","30.0","18.2","30.3","12.3","8.7","0.5",".",".","",".",".",".",".","",".",".",".","."
"Prof Yr 3","","917","3.436","44.2","25.0","22.5","5.1","2.5","0.1","0.2","0.3","",".",".",".","0.1","",".",".",".","."
"Prof Yr 4","","248","3.819","73.8","16.5","7.3","1.2","1.2",".",".",".","",".",".",".",".","",".",".",".","."
"Professionals","","2569","3.401","43.5","21.4","21.4","7.1","5.3","0.5","0.2","0.1","",".",".",".","0.3","",".",".","0.0","0.2"
"","College Total","3055","3.406","44.1","20.3","20.6","7.1","4.9","0.6","0.2","1.6","",".",".",".","0.3","",".","0.0","0.1","0.1"
