"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","132
004","22","3.523","63.6","9.1","9.1","4.5","13.6",".",".",".",".",".",".",".",".",".",".","."
"Mathematical Models","Course Total","55","3.231","47.3","5.5","20.0","10.9","12.7","1.8","1.8",".",".",".",".",".",".",".",".","."
"Pre-calc&Calc-Mid Schl Teachrs","136
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","141
001","62","2.831","14.5","8.1","37.1","22.6","12.9","3.2","1.6",".",".",".",".",".",".",".",".","."
"","002
141","69","2.775","11.6","13.0","34.8","14.5","20.3","4.3","1.4",".",".",".",".",".",".",".",".","."
"Quant Reasoning&Prob Solvng","Course Total","131","2.802","13.0","10.7","35.9","18.3","16.8","3.8","1.5",".",".",".",".",".",".",".",".","."
"","171
001","190","2.521","14.7","11.1","23.7","10.5","24.2","7.4","7.9",".",".",".",".",".",".","0.5",".","."
"","171
002","203","2.663","19.7","10.3","22.7","10.8","23.2","9.9","3.4",".",".",".",".",".",".",".",".","."
"Calc with Algebra & Trig I","Course Total","393","2.594","17.3","10.7","23.2","10.7","23.7","8.7","5.6",".",".",".",".",".",".","0.3",".","."
"","198
027","18","",".",".",".",".",".",".",".",".",".","94.4","5.6",".",".",".",".","."
"","198
043","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Directed Study","Course Total","28","",".",".",".",".",".",".",".",".",".","96.4","3.6",".",".",".",".","."
"","210
002","215","3.244","31.6","20.9","27.4","12.1","4.7","2.8","0.5",".",".",".",".",".",".",".",".","."
"","210
003","105","3.090","41.9","4.8","21.9","7.6","17.1","5.7","1.0",".",".",".",".",".",".",".",".","."
"","210
004","79","2.696","21.5","16.5","17.7","16.5","10.1","11.4","6.3",".",".",".",".",".",".",".",".","."
"Topics-Finite Mathematics","Course Total","399","3.095","32.3","15.8","24.1","11.8","9.0","5.3","1.8",".",".",".",".",".",".",".",".","."
"","211
001","296","2.848","15.2","10.8","31.1","29.7","7.1","4.4","1.7",".",".",".",".",".",".",".",".","."
"","211
002","143","2.647","27.3","11.2","12.6","14.7","15.4","11.2","7.7",".",".",".",".",".",".",".",".","."
"Calculus","Course Total","439","2.782","19.1","10.9","25.1","24.8","9.8","6.6","3.6",".",".",".",".",".",".",".",".","."
"Calc/Intro-Differntl Equats","213
001","130","3.138","26.9","16.2","29.2","17.7","7.7","2.3",".",".",".",".",".",".",".",".",".","."
"","221
001","217","2.972","38.2","12.4","19.4","8.8","6.0","7.4","7.4","0.5",".",".",".",".",".",".",".","."
"","221
002","143","2.699","23.8","4.9","32.9","3.5","22.4","5.6","7.0",".",".",".",".",".",".",".",".","."
"","221
003","222","2.703","20.3","9.9","27.0","18.0","9.9","8.6","6.3",".",".",".",".",".",".",".",".","."
"","221
004","173","2.605","18.5","11.0","25.4","13.3","11.0","15.0","5.2",".",".",".",".",".",".",".",".","0.6"
"","221
005","217","2.599","11.1","12.0","23.5","20.3","23.0","6.5","3.7",".",".",".",".",".",".",".",".","."
"","221
006","183","2.869","31.7","13.1","21.9","5.5","12.6","9.8","5.5",".",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry","Course Total","1155","2.745","23.9","10.8","24.6","12.2","13.8","8.7","5.8","0.1",".",".",".",".",".",".",".","0.1"
"","222
001","276","2.833","20.3","7.2","43.8","8.0","10.1","4.0","6.2",".","0.4",".",".",".",".",".",".","."
"","222
002","171","2.662","12.9","14.6","24.0","11.7","27.5","5.8","2.9",".",".",".",".",".",".",".","0.6","."
"","003
222","165","2.748","17.6","8.5","32.1","15.2","18.2","4.2","4.2",".",".",".",".",".",".",".",".","."
"","222
004","161","2.401","15.5","6.2","26.7","6.8","24.8","9.3","10.6",".",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry","Course Total","773","2.687","17.1","8.9","33.4","10.1","18.8","5.6","6.0",".","0.1",".",".",".",".",".","0.1","."
"","234
001","225","2.871","32.9","12.9","16.9","11.1","9.8","11.1","4.9","0.4",".",".",".",".",".",".",".","."
"","234
002","251","3.254","39.0","12.0","30.7","4.4","10.4","2.4","0.8","0.4",".",".",".",".",".",".",".","."
"","003
234","196","2.977","21.4","22.4","18.4","18.9","13.3","3.1","2.0","0.5",".",".",".",".",".",".",".","."
"","234
005","43","3.512","62.8","4.7","18.6","2.3","7.0",".","2.3","2.3",".",".",".",".",".",".",".","."
"Calc--Functns of Variables","Course Total","715","3.072","33.7","14.7","22.2","10.3","10.8","5.2","2.5","0.6",".",".",".",".",".",".",".","."
"","240
001","34","3.044","32.4","8.8","26.5","11.8","14.7","5.9",".",".",".",".",".",".",".",".",".","."
"","240
002","24","3.188","20.8","20.8","41.7","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"Intro to Discrete Mathematics","Course Total","58","3.103","27.6","13.8","32.8","10.3","12.1","3.4",".",".",".",".",".",".",".",".",".","."
"Topics in Calculus I","001
275","33","2.909","27.3","12.1","24.2","12.1","18.2",".","6.1",".",".",".",".",".",".",".",".","."
"","298
001","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","298
002","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","298
003","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","Page 255 of 407",""
