"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"IES","","","","","","","","","","","","","","","","","","","",""
"IES","College Total","1404","3.315","36.8","18.3","21.3","7.5","6.3","1.2","0.7","4.9","",".","2.1",".","0.4","0.2","0.1","0.2","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"IES","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","68","2.993","14.7","23.5","29.4","16.2","13.2","2.9",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","262","3.062","23.3","23.7","25.6","11.8","11.8","2.3","1.5",".","",".",".",".",".",".",".",".","."
"Junior","","332","3.236","30.4","21.4","28.0","10.8","6.6","1.2","0.9","0.3","",".",".",".",".","0.3",".",".","."
"Senior","","454","3.445","45.8","17.2","21.6","5.7","5.3","0.7","0.4","3.1","",".",".",".",".","0.2",".",".","."
"Undergraduates","","1116","3.261","34.1","20.3","24.9","9.3","7.7","1.3","0.8","1.3","",".",".",".",".","0.2",".",".","."
"Special","","29","3.311","41.4","13.8","13.8","3.4",".","3.4","3.4","10.3","",".",".",".",".",".","3.4","6.9","."
"Graduate","","256","3.744","47.3","10.2","6.6",".","0.8","0.4",".","19.9","",".","11.3",".","2.0","0.4",".","0.4","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 4","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","3","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","College Total","1404","3.315","36.8","18.3","21.3","7.5","6.3","1.2","0.7","4.9","",".","2.1",".","0.4","0.2","0.1","0.2","."
