"","999
025","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
026","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
038","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Research","Course Total","4","***","","","","","","","","","","","","","","","","","",""
"L SC COM
120","Dept. Total","430","3.663","62.3","18.4","8.4","3.3","1.6","0.7","1.2","1.9","",".","0.9","",".","0.2","0.7","0.2","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"120
L SC COM","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","83","3.633","59.0","19.3","15.7","3.6","1.2","1.2",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","37","3.471","62.2","10.8","5.4","8.1","2.7",".","5.4",".","",".",".","",".",".",".","2.7","2.7","."
"Junior","","77","3.675","62.3","24.7","5.2","5.2","2.6",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","158","3.616","61.4","19.0","10.8","2.5","1.9","1.3","1.9",".","",".",".","",".",".","1.3",".",".","."
"Undergraduates","","355","3.617","61.1","19.4","10.1","3.9","2.0","0.8","1.4",".","",".",".","",".",".","0.6","0.3","0.3","."
"Special","","5","3.800","60.0","40.0",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","70","3.926","68.6","11.4",".",".",".",".",".","11.4","",".","5.7","",".","1.4","1.4",".",".","."
"","Dept. Total","430","3.663","62.3","18.4","8.4","3.3","1.6","0.7","1.2","1.9","",".","0.9","",".","0.2","0.7","0.2","0.2","."
