"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","",""
"","991
054","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research Nutrition","Course Total","33","",".",".",".",".",".",".",".","84.8","3.0",".",".","12.1","",".",".",".","."
"NUTR SCI
694","Dept. Total","1388","2.837","15.3","13.9","20.5","10.6","20.0","3.0","0.9","4.4","0.1","10.5","0.1","0.3","",".",".","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","352","2.762","10.8","13.1","22.7","12.2","26.1","2.6","0.3",".",".","11.4","0.6",".","",".",".",".","0.3"
"Sophomore","","356","2.699","11.0","11.0","20.5","16.3","21.3","3.4","2.0","0.3",".","14.3",".",".","",".",".",".","."
"Junior","","222","2.770","14.9","11.3","19.4","9.5","24.3","3.2","1.4",".",".","15.8",".",".","",".",".",".","0.5"
"Senior","","342","3.015","20.5","23.1","22.8","6.7","15.8","3.5","0.6","1.8",".","5.3",".",".","",".",".",".","."
"Undergraduates","","1272","2.821","14.2","14.9","21.5","11.4","21.7","3.1","1.0","0.6",".","11.3","0.2",".","",".",".",".","0.2"
"Special","","24","3.077","25.0","4.2","29.2","4.2","8.3","4.2",".","12.5",".","8.3",".",".","",".",".","4.2","."
"Graduate","","88","3.609","28.4","2.3","4.5",".",".","1.1",".","58.0","1.1",".",".","4.5","",".",".",".","."
"Prof Yr 3","","4","3.500","50.0","25.0",".","25.0",".",".",".",".",".",".",".",".","",".",".",".","."
"Professionals","","4","3.500","50.0","25.0",".","25.0",".",".",".",".",".",".",".",".","",".",".",".","."
"","Dept. Total","1388","2.837","15.3","13.9","20.5","10.6","20.0","3.0","0.9","4.4","0.1","10.5","0.1","0.3","",".",".","0.1","0.1"
