"ALS","","","","","","","","","","","","","","","","","","","","","","","",""
"RURAL SOCIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","","","","","",""
"RUR SOC
864","Dept. Total","136","3.581","60.3","10.3","8.1","5.9","2.9","",".","1.5","11.0","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","8","3.250","37.5","12.5","12.5","37.5",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","19","3.700","73.7","5.3","15.8","5.3",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","27","3.691","74.1","11.1","7.4","3.7","3.7","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","50","3.408","62.0","14.0","8.0","6.0","6.0","",".","4.0",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","104","3.521","65.4","11.5","9.6","7.7","3.8","",".","1.9",".","",".",".","",".","",".","",".",".",".","."
"Special","","3","3.750","33.3","33.3",".",".",".","",".",".","33.3","",".",".","",".","",".","",".",".",".","."
"Graduate","","29","3.904","44.8","3.4","3.4",".",".","",".",".","48.3","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","136","3.581","60.3","10.3","8.1","5.9","2.9","",".","1.5","11.0","",".",".","",".","",".","",".",".",".","."
