"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"ECONOMICS","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"296
ECON","","","","","","","","","","","","","","","","","","","","",""
"Philosophy and Economics","524","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Natural Resource Economics","531","001","","18","3.000","22.2","16.7","27.8","5.6","27.8",".",".",".",".",".",".",".",".",".",".","."
"Population and Society","663","001","","12","3.458","33.3","33.3","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","681","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","698","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","698","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","","2","***","","","","","","","","","","","","","","","",""
"","699","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","","8","3.475","37.5","37.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mathematical Economics I","703","001","","47","3.311","36.2","14.9","31.9","2.1","8.5","2.1",".","4.3",".",".",".",".",".",".",".","."
"Econ Stats & Econometrics I","709","001","","58","3.344","19.0","36.2","39.7","5.2",".",".",".",".",".",".",".",".",".",".",".","."
"","711","001","","24","3.261","12.5","37.5","33.3","12.5",".",".",".",".",".",".",".",".","4.2",".",".","."
"","711","002","","37","3.214","18.9","16.2","48.6","8.1","2.7",".",".","5.4",".",".",".",".",".",".",".","."
"Thry: Microeconomics Seqnce","","Course Total","","61","3.233","16.4","24.6","42.6","9.8","1.6",".",".","3.3",".",".",".",".","1.6",".",".","."
"","712","001","","22","3.295","27.3","18.2","45.5","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"","712","002","","24","3.188","16.7","25.0","41.7","12.5","4.2",".",".",".",".",".",".",".",".",".",".","."
"Thry: Macroeconomics Seqnce","","Course Total","","46","3.239","21.7","21.7","43.5","8.7","4.3",".",".",".",".",".",".",".",".",".",".","."
"Econometric Methods","715","001","","34","3.750","58.8","32.4","8.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Public Finance & Fiscal Pol","741","001","","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Economics of Food Industry","747","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Labor Economics","750","001","","12","3.208","16.7","16.7","58.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Empir Anal-Ind Org&Pub Pol","762","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Bayesian Decisn&Cntrl","775","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Microeconomic Theory I","805","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Appl Macroeconometric Anal","836","001","","11","4.000","81.8",".",".",".",".",".",".",".",".",".",".",".",".",".","18.2","."
"Adv Topics - Public Finance","845","001","","9","3.735","55.6","44.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv International Economics","871","001","","8","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Econ Dev-Theory Stat&Policy","877","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Quantitative Econ Policy","880","001","","26","3.722","46.2","53.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","899","001","","10","3.568","40.0","10.0","30.0",".",".",".",".",".",".",".",".",".","20.0",".",".","."
"","899","002","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Recent Advances-Economics","","Course Total","","16","3.736","62.5","6.3","18.8",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"Wrkshp in Math Econ Theory","901","001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wrkshp-Industrl Organizatn","903","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Workshop in Econometrics","913","001","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Workshop in Labor Economics","955","001","","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Quantitatve Macro-Econ Anal","965","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Workshop-Public Economics","968","001","","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Wrkshp-Internatl Economics","977","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","","","Page 197 of 407",""
