"","990
008","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
012","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","4","***","","","","","","","","","","","","","","","","","",""
"Independent Work","999
003","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"COMP LIT
260","Dept. Total","545","3.428","26.1","44.4","19.8","4.8","1.1","0.2","0.9","1.7","",".","0.2","",".","0.2","0.2",".","0.4","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","80","3.348","13.8","53.8","25.0","5.0",".",".","1.3","1.3","",".",".","",".",".",".",".",".","."
"Sophomore","","169","3.393","14.8","55.6","21.9","5.3","1.2",".",".",".","",".",".","",".",".",".",".","0.6","0.6"
"Junior","","135","3.283","20.0","43.7","25.9","5.2","2.2","0.7","2.2",".","",".",".","",".",".",".",".",".","."
"Senior","","115","3.525","37.4","37.4","13.9","5.2","0.9",".","0.9","3.5","",".",".","",".",".","0.9",".",".","."
"Undergraduates","","499","3.386","21.2","47.9","21.6","5.2","1.2","0.2","1.0","1.0","",".",".","",".",".","0.2",".","0.2","0.2"
"Special","","4","4.000","75.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".","25.0","."
"Graduate","","42","3.958","78.6","7.1",".",".",".",".",".","9.5","",".","2.4","",".","2.4",".",".",".","."
"","Dept. Total","545","3.428","26.1","44.4","19.8","4.8","1.1","0.2","0.9","1.7","",".","0.2","",".","0.2","0.2",".","0.4","0.2"
