"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","",""
"GEOLOGICAL ENGINEERING","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","",""
"Soil Mechanics","330","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics-Geological Engr","401","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Rock Mechanics","474","001","10","3.550","50.0","20.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations","532","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Applied Geophysics","594","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Fld Meth-Appl&Engr Geophysics","595","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Hydrogeology","627","001","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Properties of Geosynthetics","731","002","15","3.429","26.7","26.7","40.0",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"","790","029","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","790","057","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research or Thesis","","Course Total","5","***","","","","","","","","","","","","","","","",""
"Spec Topics-Geological Engr","801","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","890","029","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","890","057","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Pre-Dissertator's Research","","Course Total","4","***","","","","","","","","","","","","","","","",""
"G L E
418","","Dept. Total","61","3.487","34.4","19.7","24.6","3.3","1.6",".",".","16.4",".",".",".",".",".",".",".","."
