"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","440","3.789","76.4","14.1","4.5","2.3","0.9","",".","0.5","0.5","",".",".",".","",".","0.2",".","0.2","0.5"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","P","","I","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"Freshmen","","134","3.672","70.9","14.2","9.7","3.7","0.7","",".",".",".","",".",".",".","",".","0.7",".",".","."
"Sophomore","","150","3.803","77.3","16.7","3.3","0.7","0.7","",".","0.7","0.7","",".",".",".","",".",".",".",".","."
"Junior","","55","3.848","74.5","18.2",".","1.8","1.8","",".",".",".","",".",".",".","",".",".",".",".","3.6"
"Senior","","92","3.890","87.0","8.7","1.1","3.3",".","",".",".",".","",".",".",".","",".",".",".",".","."
"Undergraduates","","431","3.798","77.0","14.4","4.4","2.3","0.7","",".","0.2","0.2","",".",".",".","",".","0.2",".",".","0.5"
"Special","","11","3.615","63.6",".","9.1",".","9.1","",".",".","9.1","",".",".",".","",".",".",".","9.1","."
"Graduate","","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".",".","",".",".",".",".","."
"Prof Yr 1","","1","0.000",".",".",".",".",".","",".","100.0",".","",".",".",".","",".",".",".",".","."
"Professionals","","1","0.000",".",".",".",".",".","",".","100.0",".","",".",".",".","",".",".",".",".","."
"","College Total","444","3.789","76.6","14.0","4.5","2.3","0.9","",".","0.5","0.5","",".",".",".","",".","0.2",".","0.2","0.5"
