"","699
022","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Reading","Course Total","6","3.206","66.7","16.7",".",".",".",".","16.7",".","",".",".","",".","",".",".",".",".","."
"Art&Archaeolog-Ancient Greece","700
001","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Seminar-Ancient History","801
001","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"CLASSICS
244","Dept. Total","301","3.428","39.5","25.2","24.6","4.0","3.3","0.3","1.3","0.7","",".",".","",".","",".","0.3","0.3","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"244
CLASSICS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","23","3.370","26.1","34.8","30.4","4.3","4.3",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","73","3.403","35.6","27.4","26.0","5.5","2.7",".","1.4","1.4","",".",".","",".","",".",".",".",".","."
"Junior","","86","3.425","43.0","19.8","23.3","4.7","3.5","1.2","1.2",".","",".",".","",".","",".","1.2","1.2","1.2","."
"Senior","","108","3.430","39.8","26.9","24.1","2.8","3.7",".","1.9","0.9","",".",".","",".","",".",".",".",".","."
"Undergraduates","","290","3.417","38.6","25.5","24.8","4.1","3.4","0.3","1.4","0.7","",".",".","",".","",".","0.3","0.3","0.3","."
"Graduate","","9","3.667","55.6","22.2","22.2",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","301","3.428","39.5","25.2","24.6","4.0","3.3","0.3","1.3","0.7","",".",".","",".","",".","0.3","0.3","0.3","."
