"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"Research-Analytical","Course Total","","41","",".",".",".",".",".",".",".","97.6",".",".",".",".",".",".","2.4","."
"994","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"994","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"994","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"994","045","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"994","056","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"994","058","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"994","081","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Inorganic","Course Total","","24","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"996","001","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"996","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"996","039","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"996","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Materials Chemistry","Course Total","","19","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
