"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","","",""
"","999
032","1","***","","","","","","","","","",".",".",".","",".","",".",".","."
"","999
066","3","***","","","","","","","","","",".",".",".","",".","",".",".","."
"","999
097","2","***","","","","","","","","","",".",".",".","",".","",".",".","."
"Indep Study & Research","Course Total","16","3.900","68.8",".","6.3",".",".",".",".","25.0",".",".",".","",".","",".",".",".","."
"COMP SCI
266","Dept. Total","1950","3.196","30.9","16.0","19.1","9.0","7.4","1.9","1.8","8.7","0.1","4.3","0.2","",".","",".","0.3","0.2","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","179","3.215","43.0","11.7","15.6","5.6","3.9","1.1","3.4",".",".","15.6",".","",".","",".",".",".","."
"Sophomore","","339","3.028","26.0","16.2","23.6","13.6","12.1","2.4","1.2",".",".","4.4","0.3","",".","",".",".","0.3","."
"Junior","","431","3.028","25.1","15.8","26.5","13.7","7.0","3.5","2.3",".",".","4.9","0.2","",".","",".","0.7",".","0.5"
"Senior","","468","3.051","28.0","16.9","22.0","10.5","12.0","2.8","2.6","0.9",".","3.8","0.2","",".","",".","0.4",".","."
"Undergraduates","","1417","3.053","28.5","15.7","22.9","11.6","9.5","2.7","2.3","0.3",".","5.8","0.2","",".","",".","0.4","0.1","0.1"
"Special","","44","2.992","34.1","22.7","15.9","2.3","13.6",".","9.1","2.3",".",".",".","",".","",".",".",".","."
"Graduate","","541","3.716","43.4","14.6","7.4","2.0","0.7",".",".","30.5","0.2","0.4",".","",".","",".",".","0.6","0.2"
"","Dept. Total","2002","3.196","32.7","15.6","18.6","8.8","7.2","1.9","1.8","8.5","0.0","4.2","0.1","",".","",".","0.2","0.2","0.1"
