"STATISTICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","",""
"990","033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","043","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","046","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","054","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","086","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","094","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","095","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","102","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","112","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","118","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","120","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","130","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","134","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","146","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","160","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","195","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","250","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","255","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","256","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","262","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","34","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"998
Statistical Consulting","001","13","3.692","38.5","61.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"STAT
932","Dept. Total","1905","3.346","36.9","24.2","19.0","9.8","5.6","1.1","0.8","2.3",".",".",".",".","0.1","0.1","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","",""
"Freshmen","","17","3.529","64.7","11.8","5.9","11.8",".","5.9",".",".",".",".",".",".",".",".",".","."
"Sophomore","","388","3.294","36.6","20.9","21.4","11.1","7.5","1.0","1.0",".",".",".",".",".","0.3",".","0.3","."
"Junior","","586","3.257","32.3","23.4","23.0","11.4","7.7","1.0","0.9",".",".",".",".",".",".",".",".","0.3"
"Senior","","536","3.303","37.5","23.5","17.5","12.7","5.8","1.5","1.1","0.4",".",".",".",".",".",".",".","."
"Undergraduates","","1527","3.285","35.6","22.7","20.5","11.8","6.9","1.2","1.0","0.1",".",".",".",".","0.1",".","0.1","0.1"
"Special","","15","3.461","53.3","6.7","13.3",".",".",".","6.7","13.3",".",".",".",".",".","6.7",".","."
"Graduate","","361","3.603","41.6","31.6","13.0","1.7","0.3","0.6",".","10.8",".",".",".",".","0.3",".","0.3","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Professionals","","2","4.000","50.0",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"","Dept. Total","1905","3.346","36.9","24.2","19.0","9.8","5.6","1.1","0.8","2.3",".",".",".",".","0.1","0.1","0.1","0.1"
