"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","","",""
"","990
035","4","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","21","",".",".",".",".",".",".",".","90.5","",".",".",".","9.5",".",".",".","."
"ART HIST
180","Dept. Total","846","3.351","33.7","23.8","18.2","7.6","4.1","1.5","1.1","8.3","",".",".",".","0.2","0.2","0.9","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","95","3.541","51.6","21.1","18.9","3.2","3.2","2.1",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","130","3.302","38.5","24.6","16.2","10.0","3.8","2.3","3.1",".","",".",".",".",".",".","1.5",".","."
"Junior","","203","3.243","26.6","29.6","23.6","12.3","4.4","2.0","1.0","0.5","",".",".",".",".",".",".",".","."
"Senior","","282","3.279","30.1","27.3","22.3","7.4","6.4","1.4","1.1","2.8","",".",".",".",".","0.4","0.4",".","0.4"
"Undergraduates","","710","3.314","33.5","26.6","21.1","8.7","4.9","1.8","1.3","1.3","",".",".",".",".","0.1","0.4",".","0.1"
"Special","","51","3.600","3.9","2.0","2.0",".",".",".",".","80.4","",".",".",".",".",".","7.8","3.9","."
"Graduate","","85","3.813","52.9","12.9","3.5","2.4",".",".",".","23.5","",".",".",".","2.4","1.2","1.2",".","."
"","Dept. Total","846","3.351","33.7","23.8","18.2","7.6","4.1","1.5","1.1","8.3","",".",".",".","0.2","0.2","0.9","0.2","0.1"
