"684
N E","","","","","","","","","","","","","","","","","","","",""
"","990
018","3","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
022","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research and Thesis","Course Total","20","",".",".",".",".",".",".",".","95.0","5.0",".",".",".","",".",".",".","."
"N E
684","Dept. Total","277","3.317","26.7","18.4","23.5","8.3","1.4","0.4","1.1","16.6","0.4",".",".","2.9","",".",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Sophomore","","9","3.063","22.2",".","44.4","11.1","11.1",".",".",".",".",".",".",".","",".","11.1",".","."
"Junior","","27","3.338","29.6","22.2","33.3","14.8",".",".",".",".",".",".",".",".","",".",".",".","."
"Senior","","91","3.201","26.4","24.2","27.5","16.5","3.3","1.1","1.1",".",".",".",".",".","",".",".",".","."
"Undergraduates","","128","3.221","26.6","21.9","30.5","15.6","3.1","0.8","0.8",".",".",".",".",".","",".","0.8",".","."
"Special","","5","2.200","40.0",".","20.0",".",".",".","40.0",".",".",".",".",".","",".",".",".","."
"Graduate","","151","3.524","29.1","15.2","16.6","2.0",".",".",".","30.5","0.7",".",".","5.3","",".",".","0.7","."
"","Dept. Total","284","3.317","28.2","18.0","22.9","8.1","1.4","0.4","1.1","16.2","0.4",".",".","2.8","",".","0.4","0.4","."
