"","990
016","5","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
017","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
019","3","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Thesis-Research","Course Total","31","",".",".",".",".",".",".",".","100.0","",".",".",".",".","",".",".",".","."
"CBE
220","Dept. Total","753","3.153","30.7","14.9","18.3","9.0","10.5","2.1","0.4","13.4","",".","0.5",".","0.1","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","33","2.871","24.2","9.1","18.2","30.3","15.2",".","3.0",".","",".",".",".",".","",".",".",".","."
"Junior","","129","2.841","20.9","14.7","27.9","10.9","20.2","3.9","1.6",".","",".",".",".",".","",".",".",".","."
"Senior","","344","3.108","35.2","14.8","19.8","12.5","13.4","3.2",".","0.6","",".","0.6",".",".","",".",".",".","."
"Undergraduates","","506","3.020","30.8","14.4","21.7","13.2","15.2","3.2","0.6","0.4","",".","0.4",".",".","",".",".",".","."
"Special","","7","3.000","14.3","28.6","28.6",".","28.6",".",".",".","",".",".",".",".","",".",".",".","."
"Graduate","","264","3.654","28.0","14.0","9.8","0.4",".",".",".","46.6","",".","0.8",".","0.4","",".",".",".","."
"","Dept. Total","777","3.153","29.7","14.4","17.8","8.8","10.2","2.1","0.4","16.1","",".","0.5",".","0.1","",".",".",".","."
