"L&S","","","","","","","","","","","","","","","","","","","","","",""
"ASTRONOMY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","","",""
"ASTRON
188","Dept. Total","643","3.174","32.8","20.7","21.9","8.2","4.4","2.5","3.0","5.0","",".","0.8","0.2","",".","",".","0.5","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","124","3.242","37.1","21.0","22.6","11.3","4.0","2.4","1.6",".","",".",".",".","",".","",".",".",".","."
"Sophomore","","233","3.223","34.3","22.7","26.2","8.2","3.4","2.6","2.1",".","",".",".",".","",".","",".","0.4",".","."
"Junior","","120","3.040","33.3","20.0","19.2","9.2","10.0","3.3","4.2",".","",".",".","0.8","",".","",".",".",".","."
"Senior","","119","3.067","29.4","20.2","23.5","7.6","2.5","2.5","5.9","3.4","",".","4.2",".","",".","",".","0.8",".","."
"Undergraduates","","596","3.163","33.7","21.3","23.5","8.9","4.7","2.7","3.2","0.7","",".","0.8","0.2","",".","",".","0.3",".","."
"Special","","4","4.000","25.0",".",".",".",".",".",".","50.0","",".",".",".","",".","",".","25.0",".","."
"Graduate","","44","3.714","22.7","13.6","2.3",".",".",".",".","59.1","",".",".",".","",".","",".",".","2.3","."
"","Dept. Total","644","3.174","32.9","20.7","21.9","8.2","4.3","2.5","3.0","5.0","",".","0.8","0.2","",".","",".","0.5","0.2","."
