"ALS","","","","","","","","","","","","","","","","","","","","",""
"AGRICULTURAL AND APPLIED E Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","","","",""
"A A E
Dept. Total
108","561","3.113","28.2","14.6","26.2","12.1","10.5","2.0","1.6","3.7","",".",".","",".","",".","0.9",".",".","0.2"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","83","2.789","15.7","4.8","41.0","18.1","14.5","2.4","3.6",".","",".",".","",".","",".",".",".",".","."
"Sophomore","93","3.000","21.5","10.8","33.3","17.2","16.1","1.1",".",".","",".",".","",".","",".",".",".",".","."
"Junior","111","3.093","28.8","12.6","27.0","13.5","13.5","1.8","0.9","0.9","",".",".","",".","",".","0.9",".",".","."
"Senior","155","3.043","27.1","19.4","22.6","11.6","11.0","3.9","3.2",".","",".",".","",".","",".","0.6",".",".","0.6"
"Undergraduates","442","2.998","24.2","13.1","29.4","14.5","13.3","2.5","2.0","0.2","",".",".","",".","",".","0.5",".",".","0.2"
"Special","16","3.588","50.0","12.5","18.8","6.3",".",".",".","6.3","",".",".","",".","",".","6.3",".",".","."
"Graduate","101","3.653","42.6","19.8","13.9","3.0",".",".",".","18.8","",".",".","",".","",".","2.0",".",".","."
"Prof Yr 2","2","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","2","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Dept. Total","561","3.113","28.2","14.6","26.2","12.1","10.5","2.0","1.6","3.7","",".",".","",".","",".","0.9",".",".","0.2"
