"","990
053","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
065","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
066","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
067","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","68","",".",".",".",".",".",".",".","95.6",".",".",".","4.4",".",".",".","."
"PSYCH
820","Dept. Total","4693","2.998","32.8","13.4","17.8","10.9","16.6","4.2","1.8","2.0","0.0",".",".","0.1","0.1","0.0","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1081","2.695","16.7","13.7","18.5","17.1","23.8","6.9","2.8","0.1","0.1",".",".",".",".","0.1","0.1","0.2"
"Sophomore","","1103","2.833","21.6","15.9","18.9","15.6","20.2","5.2","2.5","0.1",".",".",".",".",".",".",".","0.1"
"Junior","","920","2.998","32.8","13.6","19.9","9.6","17.6","4.0","1.8","0.1","0.1",".",".",".",".",".",".","0.4"
"Senior","","1227","3.326","48.3","14.0","18.4","5.1","10.5","1.9","0.6","0.9",".",".",".","0.1","0.2",".","0.1","."
"Undergraduates","","4331","2.968","30.3","14.3","18.9","11.7","17.8","4.4","1.9","0.3","0.0",".",".","0.0","0.0","0.0","0.0","0.2"
"Special","","57","3.028","42.1","7.0","14.0","3.5","12.3","8.8","1.8","7.0",".",".",".",".",".","1.8","1.8","."
"Graduate","","294","3.903","65.6","1.7","3.4","0.3",".",".",".","26.5",".",".",".","1.0","1.4",".",".","."
"Prof Yr 1","","10","3.629","70.0","10.0","10.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","1","2.500",".",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","11","3.529","63.6","9.1","9.1","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","4693","2.998","32.8","13.4","17.8","10.9","16.6","4.2","1.8","2.0","0.0",".",".","0.1","0.1","0.0","0.1","0.1"
