"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1
001","38","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","160
001","22","3.477","31.8","50.0","4.5","9.1","4.5",".",".",".",".",".",".",".",".",".",".","."
"","160
002","21","3.667","57.1","28.6","4.8","9.5",".",".",".",".",".",".",".",".",".",".",".","."
"","160
003","24","3.417","45.8","29.2","12.5","4.2","4.2",".","4.2",".",".",".",".",".",".",".",".","."
"Architectural Graphics","Course Total","67","3.515","44.8","35.8","7.5","7.5","3.0",".","1.5",".",".",".",".",".",".",".",".","."
"","170
001","23","3.652","60.9","13.0","21.7","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","002
170","19","3.237","42.1","26.3","5.3","10.5","5.3","10.5",".",".",".",".",".",".",".",".",".","."
"","170
003","22","3.318","31.8","22.7","22.7","22.7",".",".",".",".",".",".",".",".",".",".",".","."
"Civil Engineering Graphics","Course Total","64","3.414","45.3","20.3","17.2","12.5","1.6","3.1",".",".",".",".",".",".",".",".",".","."
"Intro Engineering Graphics","231
001","118","3.233","24.6","29.7","26.3","11.9","5.9","0.8","0.8",".",".",".",".",".",".",".",".","."
"","240
001","58","2.672","13.8","20.7","17.2","13.8","22.4","8.6","3.4",".",".",".",".",".",".",".",".","."
"","002
240","61","2.582","18.0","9.8","16.4","21.3","21.3","6.6","6.6",".",".",".",".",".",".",".",".","."
"Dynamics","Course Total","119","2.626","16.0","15.1","16.8","17.6","21.8","7.6","5.0",".",".",".",".",".",".",".",".","."
"Undergrad Mech Engr Project","291
050","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
043","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
050","23","3.837","73.9","21.7",".",".",".",".","4.3",".",".",".",".",".",".",".",".","."
"Independent Study","Course Total","25","3.820","72.0","24.0",".",".",".",".","4.0",".",".",".",".",".",".",".",".","."
"","306
001","45","3.022","13.3","24.4","26.7","24.4","11.1",".",".",".",".",".",".",".",".",".",".","."
"","306
002","49","3.071","22.4","18.4","24.5","24.5","8.2","2.0",".",".",".",".",".",".",".",".",".","."
"Mechanics of Materials","Course Total","94","3.048","18.1","21.3","25.5","24.5","9.6","1.1",".",".",".",".",".",".",".",".",".","."
"","307
001","14","3.464","21.4","50.0","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
002","9","3.444","33.3","22.2","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
003","11","3.455","36.4","36.4","18.2",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","307
005","8","3.438","37.5","25.0","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","307
006","9","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
007","11","3.364","18.2","54.5","18.2",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","307
008","13","3.192","15.4","23.1","46.2","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"","307
009","12","3.500","41.7","33.3","16.7",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","307
010","19","3.342","21.1","47.4","26.3",".",".","5.3",".",".",".",".",".",".",".",".",".","."
"","307
011","16","3.188","18.8","37.5","37.5",".",".",".","6.3",".",".",".",".",".",".",".",".","."
"Mechanics of Materials Lab","Course Total","122","3.373","26.2","37.7","29.5","2.5","2.5","0.8","0.8",".",".",".",".",".",".",".",".","."
"","313
001","45","3.356","26.7","31.1","31.1","8.9","2.2",".",".",".",".",".",".",".",".",".",".","."
"","313
002","44","3.284","18.2","43.2","22.7","13.6",".","2.3",".",".",".",".",".",".",".",".",".","."
"Manufacturing Processes","Course Total","89","3.320","22.5","37.1","27.0","11.2","1.1","1.1",".",".",".",".",".",".",".",".",".","."
"","314
001","45","3.133","33.3","13.3","17.8","22.2","11.1","2.2",".",".",".",".",".",".",".",".",".","."
"","314
002","33","3.106","36.4","15.2","15.2","18.2","6.1","9.1",".",".",".",".",".",".",".",".",".","."
"Manufacturing Fundamentals","Course Total","78","3.122","34.6","14.1","16.7","20.5","9.0","5.1",".",".",".",".",".",".",".",".",".","."
"Geom Modeling-Engr Applcatn","331
001","88","2.733","17.0","12.5","21.6","27.3","12.5","3.4","5.7",".",".",".",".",".",".",".",".","."
"","340
001","49","2.755","22.4","18.4","16.3","18.4","8.2","10.2","6.1",".",".",".",".",".",".",".",".","."
"","340
002","60","3.083","25.0","26.7","20.0","13.3","10.0","1.7","3.3",".",".",".",".",".",".",".",".","."
"Intro to Dynamic Systems","Course Total","109","2.936","23.9","22.9","18.3","15.6","9.2","5.5","4.6",".",".",".",".",".",".",".",".","."
"","342
001","31","2.952","16.1","19.4","32.3","16.1","12.9",".","3.2",".",".",".",".",".",".",".",".","."
"","342
002","45","2.944","13.3","20.0","31.1","22.2","8.9","4.4",".",".",".",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","Page 130 of 407",""
