"Research and Thesis","Course Total","6","",".",".",".",".",".",".",".","100.0","",".",".",".","",".",".",".",".","."
"","999
013","1","***","","","","","","","","","","",".",".",".","",".",".",".","."
"","999
032","2","***","","","","","","","","","","",".",".",".","",".",".",".","."
"Independent Study","Course Total","3","***","","","","","","","","","","","","","","","","","",""
"DS
359","Dept. Total","592","3.453","38.2","31.9","17.1","6.6","2.5","1.9","0.3","1.4","",".",".",".","",".","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","45","3.400","28.9","42.2","15.6","11.1",".","2.2",".",".","",".",".",".","",".",".",".",".","."
"Sophomore","","117","3.246","25.6","29.9","27.4","8.5","4.3","3.4",".",".","",".",".",".","",".","0.9",".",".","."
"Junior","","142","3.386","38.0","30.3","14.8","8.5","4.9","3.5",".",".","",".",".",".","",".",".",".",".","."
"Senior","","258","3.553","42.6","35.3","15.9","3.9","1.2","0.4","0.8",".","",".",".",".","",".",".",".",".","."
"Undergraduates","","562","3.438","36.8","33.5","18.0","6.6","2.7","2.0","0.4",".","",".",".",".","",".","0.2",".",".","."
"Special","","3","4.000","33.3",".",".",".",".",".",".","66.7","",".",".",".","",".",".",".",".","."
"Graduate","","27","3.857","66.7","3.7",".","7.4",".",".",".","22.2","",".",".",".","",".",".",".",".","."
"","Dept. Total","592","3.453","38.2","31.9","17.1","6.6","2.5","1.9","0.3","1.4","",".",".",".","",".","0.2",".",".","."
