"ALS","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES (C A L S)","Section","#","Ave","A","AB","","B","BC","C","","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Issues in Ag, Envir & Life Sci","155
001","93","3.973","97.8",".","","1.1","1.1","",".",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"WISE Seminar","175
001","42","4.000","100.0",".","",".",".","",".",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Leadership Seminar","312
001","21","3.810","95.2",".","",".",".","",".",".","","4.8",".","",".","",".",".","",".","",".","",".",".","."
"Special Topics","375
004","14","4.000","100.0",".","",".",".","",".",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"CALS Honor Interdis Jr Seminar","388
001","19","4.000","100.0",".","",".",".","",".",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Honors Research Colloquium","488
001","13","",".",".","",".",".","",".",".","",".",".","",".","","100.0",".","",".","",".","",".",".","."
"Special Topics","875
004","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"INTER-AG
494","Dept. Total","204","3.970","92.2","",".","0.5","0.5","",".","",".","0.5","",".","",".","6.4","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","","B","BC","C","","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","105","3.948","98.1","",".",".","1.0","",".","",".","1.0","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","31","3.968","96.8","",".","3.2",".","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","24","4.000","100.0","",".",".",".","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","42","4.000","69.0","",".",".",".","",".","",".",".","",".","",".","31.0","",".","",".","",".",".",".","."
"Undergraduates","","202","3.969","92.1","",".","0.5","0.5","",".","",".","0.5","",".","",".","6.4","",".","",".","",".",".",".","."
"Graduate","","2","4.000","100.0","",".",".",".","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","204","3.970","92.2","",".","0.5","0.5","",".","",".","0.5","",".","",".","6.4","",".","",".","",".",".",".","."
