"MARKETING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","",""
"","300
001","254","3.717","49.6","44.9","3.9","1.2",".",".",".","0.4",".",".",".",".",".",".",".","."
"","300
002","245","3.686","51.8","40.0","2.9","2.9","2.0",".",".","0.4",".",".",".",".",".",".",".","."
"Marketing Management","Course Total","499","3.702","50.7","42.5","3.4","2.0","1.0",".",".","0.4",".",".",".",".",".",".",".","."
"","305
001","51","3.588","47.1","37.3","7.8","5.9",".","2.0",".",".",".",".",".",".",".",".",".","."
"","305
002","50","3.740","60.0","28.0","12.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
003","43","3.686","48.8","41.9","7.0","2.3",".",".",".",".",".",".",".",".",".",".",".","."
"Consumer Behavior","Course Total","144","3.670","52.1","35.4","9.0","2.8",".","0.7",".",".",".",".",".",".",".",".",".","."
"","310
001","49","3.582","44.9","34.7","14.3","4.1","2.0",".",".",".",".",".",".",".",".",".",".","."
"","310
002","45","3.289","28.9","26.7","24.4","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"Marketing Research","Course Total","94","3.441","37.2","30.9","19.1","8.5","4.3",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","365
001","46","3.728","50.0","45.7","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fundamentls-Supply Chain Mgmt","421
001","29","3.607","58.6","24.1","6.9","3.4",".",".","3.4",".",".",".",".",".",".",".",".","3.4"
"Logistics Management","422
001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Procurement & Supply Managemnt","423
001","21","3.786","66.7","23.8","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","425
001","44","3.267","20.5","34.1","22.7","18.2","2.3",".",".","2.3",".",".",".",".",".",".",".","."
"","425
002","38","3.197","18.4","31.6","26.3","18.4","5.3",".",".",".",".",".",".",".",".",".",".","."
"Marketing Channels","Course Total","82","3.235","19.5","32.9","24.4","18.3","3.7",".",".","1.2",".",".",".",".",".",".",".","."
"","460
001","25","3.440","44.0","24.0","28.0",".",".",".","4.0",".",".",".",".",".",".",".",".","."
"","460
002","32","3.516","31.3","40.6","28.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marketing Strategy","Course Total","57","3.482","36.8","33.3","28.1",".",".",".","1.8",".",".",".",".",".",".",".",".","."
"Sales Management","635
001","47","3.681","46.8","46.8","2.1","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","640
001","42","3.073","9.5","31.0","33.3","11.9","11.9",".",".",".",".",".",".",".",".","2.4",".","."
"","640
002","27","2.923","11.1","25.9","25.9","11.1","18.5","3.7",".",".",".",".",".",".","3.7",".",".","."
"Retail Management","Course Total","69","3.015","10.1","29.0","30.4","11.6","14.5","1.4",".",".",".",".",".",".","1.4","1.4",".","."
"","700
001","60","3.392","23.3","36.7","35.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","700
002","65","3.377","18.5","38.5","43.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
030","55","3.555","30.9","49.1","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marketing Management","Course Total","180","3.436","23.9","41.1","33.3","1.7",".",".",".",".",".",".",".",".",".",".",".","."
"Consumer Behavior","705
001","52","4.000","98.1",".",".",".",".",".",".","1.9",".",".",".",".",".",".",".","."
"Marketing Research","710
001","16","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Logistics Management","722
001","17","3.941","88.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
001","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
002","30","3.650","36.7","56.7","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","Course Total","48","3.708","60.4","35.4","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Reading & Rsch-Marketing","799
220","36","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Marketing PhD","971
001","6","3.417",".","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"PhD Thesis-Marketing","990
144","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
107","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
138","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
155","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
161","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Readng & Rsch-Marketing PhD","Course Total","5","***","","","","","","","","","","","","","","","",""
