"MUSIC","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","",""
"The Musical Experience","101
001","147","3.266","34.7","15.0","29.3","4.8","10.9","0.7","0.7","4.1",".",".",".",".",".",".",".","."
"Intro-Mus Cult of the World","103
001","38","3.447","39.5","26.3","26.3",".","7.9",".",".",".",".",".",".",".",".",".",".","."
"The Symphony","106
001","62","3.093","25.8","16.1","29.0","8.1","12.9","1.6","1.6","3.2",".",".",".",".",".","1.6",".","."
"Intro to Music Technology","110
001","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","111
001","24","3.391","33.3","33.3","25.0",".",".",".","4.2","4.2",".",".",".",".",".",".",".","."
"","111
002","22","3.816","63.6","13.6","9.1",".",".",".",".","13.6",".",".",".",".",".",".",".","."
"Elements of Music","Course Total","46","3.583","47.8","23.9","17.4",".",".",".","2.2","8.7",".",".",".",".",".",".",".","."
"","113
001","491","3.940","93.9","3.5","1.8",".","0.4",".","0.4",".",".",".",".",".",".",".",".","."
"","113
002","54","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Music in Performance","Course Total","545","3.940","84.6","3.1","1.7",".","0.4",".","0.4","9.9",".",".",".",".",".",".",".","."
"","121
001","25","3.220","28.0","16.0","36.0","12.0","8.0",".",".",".",".",".",".",".",".",".",".","."
"","121
002","37","3.324","27.0","24.3","37.8","8.1","2.7",".",".",".",".",".",".",".",".",".",".","."
"Musica Practica 1","Course Total","62","3.282","27.4","21.0","37.1","9.7","4.8",".",".",".",".",".",".",".",".",".",".","."
"","151
001","34","3.344","47.1","20.6","11.8","2.9","5.9",".","5.9","2.9",".",".",".",".",".","2.9",".","."
"","151
002","25","3.227","36.0","12.0","16.0","4.0","20.0",".",".","8.0","4.0",".",".",".",".",".",".","."
"","151
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Basic Concepts-Music Theory","Course Total","61","3.286","42.6","16.4","13.1","3.3","13.1",".","3.3","4.9","1.6",".",".",".",".","1.6",".","."
"","171
101","13","3.231","15.4","30.8","38.5","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"","171
102","12","3.125","8.3","25.0","58.3",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","171
103","12","3.375","33.3","25.0","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","171
104","12","3.375","8.3","58.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","171
105","13","3.462","30.8","30.8","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Musica Pract:Aural Skills 1","Course Total","62","3.315","19.4","33.9","38.7","6.5","1.6",".",".",".",".",".",".",".",".",".",".","."
"The Big Bands","205
001","300","3.481","42.7","28.0","15.0","5.0","6.3",".","0.3","2.7",".",".",".",".",".",".",".","."
"Survey-Hist Western Music","211
001","72","3.314","36.1","12.5","34.7","4.2","9.7",".",".","2.8",".",".",".",".",".",".",".","."
"","221
001","31","3.306","19.4","32.3","38.7","9.7",".",".",".",".",".",".",".",".",".",".",".","."
"","221
002","31","3.258","12.9","32.3","48.4","6.5",".",".",".",".",".",".",".",".",".",".",".","."
"Musica Practica 3","Course Total","62","3.282","16.1","32.3","43.5","8.1",".",".",".",".",".",".",".",".",".",".",".","."
"Bascom Course","236
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","253
001","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","253
002","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Conducting","Course Total","21","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"University Opera","256
001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Opera Workshop","257
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","262
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","262
002","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Jazz Ensemble","Course Total","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","264
001","29","3.897","89.7","3.4","3.4","3.4",".",".",".",".",".",".",".",".",".",".",".","."
"","002
264","12","3.833","75.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ensemble: Wisconsin Singers","Course Total","41","3.878","85.4","7.3","4.9","2.4",".",".",".",".",".",".",".",".",".",".",".","."
"","265
001","12","4.000","91.7",".",".",".",".",".",".",".",".",".",".",".",".",".","8.3","."
"","265
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","265
005","4","***","","","","","","","","","",".",".",".",".",".",".","."
