"E-Bus:Technol, Strategy & Appl","671
001","","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Computer-Based Data Mgt","722
002","","4","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Anal&Dsgn:Comptr-Based Sys","724
001","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Contemporary Topics","765
001","","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"INFO SYS
234","Dept. Total","","50","3.790","70.0","22.0","4.0","4.0","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","3","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","19","3.684","52.6","36.8","5.3","5.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","21","3.833","81.0","9.5","4.8","4.8","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","43","3.779","69.8","20.9","4.7","4.7","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","7","3.857","71.4","28.6",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","50","3.790","70.0","22.0","4.0","4.0","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
