"LAW","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","","",""
"940","014","","6","2.000","16.7",".","33.3",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"940","015","","11","2.000","36.4",".","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"940","016","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"940","017","","7","0.944","14.3",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"940","018","","8","0.875","12.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Law & Contemporary Problems","Course Total","","207","1.578","17.9","1.4","14.0",".","1.0",".",".","21.3",".",".",".",".",".",".",".","."
"950","001","","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"950","002","","14","2.844","64.3",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"950","003","","14","1.143","7.1",".","28.6",".",".",".","14.3",".",".",".",".",".",".",".",".","."
"950","004","","10","1.100","20.0",".","10.0",".",".",".","10.0",".",".",".",".",".",".",".",".","."
"950","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Lawyering Skills Course","Course Total","","52","2.171","28.8",".","9.6",".",".",".","5.8","21.2",".",".",".",".",".",".",".","."
"953
Problems:Bus Org-Seminar","001","","16","1.094","12.5","6.3","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"980
African Law","001","","12","1.750",".","8.3","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"981
Law & Modernization-Smr","001","","13","1.769","38.5",".","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"982
Latin Amer Legal Institutns","001","","16","2.625","25.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"988
Select Probs-Envrnmtl Law","001","","9","2.125","22.2",".","33.3",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"989
Environmental Law and Practice","001","","22","1.056","9.1",".","13.6",".","4.5",".",".","18.2",".",".",".",".",".",".",".","."
"990","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","027","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","036","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","051","","19","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","052","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","068","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","094","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","095","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Research","Course Total","","56","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"991","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"991","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","036","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"991","044","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"991","061","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"991","071","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","","Page 327 of 407",""
