"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","","",""
"NUR","College Total","1933","3.806","62.8","17.8","5.4","0.8","0.4","0.1","0.1","2.6","",".","9.8",".","",".","0.1","0.2","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"NUR","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","41","3.815","73.2","17.1","9.8",".",".",".",".",".","",".",".",".","",".",".",".",".","."
"Sophomore","","44","3.783","84.1","4.5","4.5","2.3",".","2.3",".",".","",".","2.3",".","",".",".",".",".","."
"Junior","","341","3.849","56.9","14.1","2.6",".","0.3",".",".",".","",".","26.1",".","",".",".",".",".","."
"Senior","","1044","3.775","60.8","20.3","7.3","1.2","0.5",".","0.1","0.1","",".","9.5",".","",".","0.1","0.1",".","."
"Undergraduates","","1470","3.791","61.0","18.3","6.2","1.0","0.4","0.1","0.1","0.1","",".","12.9",".","",".","0.1","0.1",".","."
"Special","","19","3.833","68.4","15.8","5.3",".",".",".",".",".","",".",".",".","",".",".","5.3","5.3","."
"Graduate","","432","3.864","68.8","16.2","2.8","0.2","0.2",".",".","11.6","",".",".",".","",".",".","0.2",".","."
"Prof Yr 4","","12","3.596","58.3","25.0",".",".","8.3",".",".",".","",".",".",".","",".","8.3",".",".","."
"Professionals","","12","3.596","58.3","25.0",".",".","8.3",".",".",".","",".",".",".","",".","8.3",".",".","."
"","College Total","1933","3.806","62.8","17.8","5.4","0.8","0.4","0.1","0.1","2.6","",".","9.8",".","",".","0.1","0.2","0.1","."
